Title,Year,Duration,MPA,IMBD_Rating,Votes,méta_score,description,Movie Link,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
179. The Shaggy D.A.,1976,1h 31m,G,5.8,3.5K,60.0,"Wilby Daniels, now all grown up and running for district attorney, finds himself once again turning into a shaggy dog at inopportune moments.",https://www.imdb.com/title/tt0075200/?ref_=sr_i_179,"['Dean Jones', 'Suzanne Pleshette', 'Tim Conway']",Robert Stevenson,"['Dean Jones', 'Suzanne Pleshette', 'Tim Conway', 'Keenan Wynn', 'Jo Anne Worley', 'Dick Van Patten', 'Shane Sinutko', 'Vic Tayback', 'John Myhers', 'Richard Bakalyan']",,,,,"December 17, 1976",['United States'],"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",['Walt Disney Productions'],,"['Slapstick', 'Comedy', 'Family', 'Fantasy']",['English']
180. Nickelodeon,1976,2h 1m,PG,6.2,2.9K,52.0,Buck and lawyer Leo accidentally get into movie production in the early days (1910).,https://www.imdb.com/title/tt0074964/?ref_=sr_i_180,"[""Ryan O'Neal"", 'Burt Reynolds', ""Tatum O'Neal""]",Peter Bogdanovich,"[""Ryan O'Neal"", 'Burt Reynolds', ""Tatum O'Neal"", 'Brian Keith', 'Stella Stevens', 'John Ritter', 'Jane Hitchcock', 'Jack Perkins', 'Brion James', 'Sidney Armus']","$9,000,000 (estimated)",,,,"December 21, 1976","['United Kingdom', 'United States']","Sierra Railroad, Jamestown, California, USA","['British Lion Film Corporation', 'Columbia Pictures', 'EMI Films']",1 nomination total,['Comedy'],"['English', 'German']"
181. Tosun Pasha,1976,1h 30m,,8.9,25K,,"In a battle for the ""Green Valley"", long-standing Turkish rival families Seferoglu and Tellioglu compete. Daver Bey, father of the lovely Leyla, holds the key as both families pursue her hand in marriage.",https://www.imdb.com/title/tt0253828/?ref_=sr_i_181,"['Kemal Sunal', 'Müjde Ar', 'Adile Nasit']",Kartal Tibet,"['Kemal Sunal', 'Müjde Ar', 'Adile Nasit', 'Sener Sen', 'Aysen Gruda', 'Ergin Orbey', 'Ihsan Bilsev', 'Zihni Göktay', 'Tuncay Gürel', 'Günfer Feray']",,,,,"April 24, 2018",['Turkey'],,['Arzu Film'],,"['Comedy', 'History']",['Turkish']
182. The Hook,1976,1h 33m,,5.7,281,,"Kostas is an all-powerful tycoon, in love with his beautiful wife, Iro, who, however, is cheating on him with a young playboy, Nikos.",https://www.imdb.com/title/tt0235960/?ref_=sr_i_182,"['Errikos Andreou', 'Klearhos Konitsiotis', 'Panos Kontellis']",Errikos Andreou,"['Barbara Bouchet', 'Günther Stoll', 'Bob Behling', 'Sofia Roubou', 'Giorgos Kyritsis', 'Dinos Karydis', 'Giorgos Vakouletos', 'Jessica Dublin', 'Dionysis Prionas', 'Giannis Tsiknis']",,,,,"January 19, 1976",['Greece'],"Pallini, Attica, Greece",['Greek Film Centre (GFC)'],,"['Crime', 'Thriller']",['Greek']
183. Fantasm,1976,1h 27m,X,4.5,624,,Professor Jungenot A. Freud explores ten common female sexual fantasies as described by some of his patients.,https://www.imdb.com/title/tt0072969/?ref_=sr_i_183,"['John Holmes', 'Uschi Digard', 'Candy Samples']",Richard Franklin,"['John Holmes', 'Uschi Digard', 'Candy Samples', 'Rene Bond', 'Serena', 'Roxanne Brewer', 'Maria Arnold', 'Wendy Cavanaugh', ""Helen O'Connell"", 'Con Covert']","A$50,000 (estimated)",,,,"July 16, 1976",['Australia'],"Los Angeles, California, USA","['Australian International Film Corp. (AIFC)', 'TLN Film Productions']",,['Comedy'],['English']
184. Pardon Mon Affaire,1976,1h 45m,PG,7.0,2.6K,,"As loyal as a dove, a family man is about to tell his first lie to his wife when he falls for an enchanting woman in a billowy red dress. With a bit of help, he just might get what he wishes for; however, is love always a bed of roses?",https://www.imdb.com/title/tt0076852/?ref_=sr_i_184,"['Jean-Loup Dabadie', 'Yves Robert']",Yves Robert,"['Jean Rochefort', 'Claude Brasseur', 'Guy Bedos', 'Victor Lanoux', 'Danièle Delorme', 'Anny Duperey', 'Marthe Villalonga', 'Louise Conte', 'Maurice Bénichou', 'Christophe Bourseiller']",,,,,"September 22, 1976",['France'],"10 Avenue de la Grande Armée, Paris 17, Paris, France","['Gaumont International', 'Les Productions de la Guéville']",1 win & 3 nominations total,"['Comedy', 'Romance']","['French', 'English']"
185. Todo modo,1976,2h 10m,Not Rated,7.5,1.7K,,Party leader and power broker M. is holed up with his cronies and rivals at a monastic retreat where they plot their political fortunes while being led by a Jesuit cleric in spiritual cleansing.,https://www.imdb.com/title/tt0075335/?ref_=sr_i_185,"['Gian Maria Volontè', 'Marcello Mastroianni', 'Mariangela Melato']",Elio Petri,"['Gian Maria Volontè', 'Marcello Mastroianni', 'Mariangela Melato', 'Ciccio Ingrassia', 'Franco Citti', 'Cesare Gelli', 'Tino Scotti', 'Adriano Amidei Migliano', 'Giancarlo Badessi', 'Mario Bartoli']",,,,,"April 30, 1976",['Italy'],,['Cinevera S.p.a.'],5 wins total,"['Crime', 'Drama']","['Italian', 'Latin', 'English']"
186. The Toy,1976,1h 35m,PG,7.4,6.7K,,"A poor journalist finds himself as a toy of a boss' son. Making friends with a naughty child, he tries to save him from the cruel power of his father.",https://www.imdb.com/title/tt0074720/?ref_=sr_i_186,"['Pierre Richard', 'Michel Bouquet', 'Fabrice Greco']",Francis Veber,"['Pierre Richard', 'Michel Bouquet', 'Fabrice Greco', 'Jacques François', 'Daniel Ceccaldi', 'Charles Gérard', 'Michel Aumont', 'Suzy Dyson', 'Gérard Jugnot', 'Michel Robin']",,,,,"December 8, 1976",['France'],"Paris, France","['Fideline Films', 'Renn Productions', 'EFVE']",3 nominations total,"['Comedy', 'Drama']",['French']
187. The Great Texas Dynamite Chase,1976,1h 30m,R,5.9,826,,Explosive drama and action when two sexy girls go on a bank robbing binge.,https://www.imdb.com/title/tt0076109/?ref_=sr_i_187,"['Claudia Jennings', 'Tara Strohmeier', 'Jocelyn Jones']",Michael Pressman,"['Claudia Jennings', 'Tara Strohmeier', 'Jocelyn Jones', 'Miles Watkins', 'Nancy Bleier', 'Buddy Kling', 'Oliver Clark', 'Tom Rosqui', 'Ed Steef', 'Danny Sullivan']",,,,,July 1976,['United States'],"Santa Clarita Valley, California, USA","['Backlar/Whitfield Productions', 'Yasny Talking Pictures', 'Big Bang Production Company']",,"['Caper', 'Parody', 'Satire', 'Action', 'Comedy', 'Crime', 'Drama', 'Romance']",['English']
188. The Bawdy Adventures of Tom Jones,1976,1h 34m,R,4.4,184,,"Tom Jones, a maid's son adopted by the nobleman she worked for, now all grown up must run away from home when he is set up by his jealous cousin. He has several adventures and women on his way to town where his possible salvation awaits.",https://www.imdb.com/title/tt0074189/?ref_=sr_i_188,"['Nicky Henson', 'Trevor Howard', 'Terry-Thomas']",Cliff Owen,"['Nicky Henson', 'Trevor Howard', 'Terry-Thomas', 'Arthur Lowe', 'Georgia Brown', 'Joan Collins', 'William Mervyn', 'Murray Melvin', 'Madeline Smith', 'Geraldine McEwan']",,,,,August 1976,['United Kingdom'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK","['Robert Sadoff Productions', 'Chobridge Productions', 'Universal Pictures']",,['Comedy'],['English']
189. Mistress,1976,1h 52m,Not Rated,6.5,2.5K,,"A common thief (Depardieu) breaks into the house of a professional dominatrix (Ogier), and begins to help her ""train"" her clients. Though this world is alien to his experience, he finds himself falling in love with her. Eventually he discovers that she does this in order to support her son, and he attempts to help her out of this life, which she is not sure she really wants to leave.",https://www.imdb.com/title/tt0074883/?ref_=sr_i_189,"['Gérard Depardieu', 'Bulle Ogier', 'André Rouyer']",Barbet Schroeder,"['Gérard Depardieu', 'Bulle Ogier', 'André Rouyer', 'Nathalie Keryan', 'Roland Bertin', 'Tony Taffin', 'Holger Löwenadler', 'Anny Bartanowski', 'Serge Berry', 'Richard Caron']",,,,,"February 11, 1976",['France'],"Place Vendôme, Paris, France","['Les Films du Losange', 'Gaumont']",,"['Drama', 'Romance']",['French']
190. I'm Not Feeling Myself Tonight,1976,1h 24m,,4.4,112,,"Virginal nerd works at sex research institute. He invents machine emitting aphrodisiac to seduce secretary. Machine causes unintended consequences, affecting boss and campaigner. Nerd's attempts to seduce secretary fail.",https://www.imdb.com/title/tt0212237/?ref_=sr_i_190,"['Barry Andrews', 'James Booth', 'Sally Faulkner']",Joseph McGrath,"['Barry Andrews', 'James Booth', 'Sally Faulkner', 'Ben Aris', 'Billy Hamon', 'Ronnie Brody', 'Freddie Earlle', 'Bob Godfrey', 'Marjie Lawrence', 'Brian Murphy']",,,,,"February 26, 1976",['United Kingdom'],"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",['Antler Film Productions'],,['Comedy'],['English']
191. The Next Man,1976,1h 48m,R,4.8,868,40.0,"Influential Arab diplomat becomes the target of numerous assassination attempts, after he announces his plan to make peace with Israel by letting them join the Organization of the Petroleum Exporting Countries (O.P.E.C.).",https://www.imdb.com/title/tt0074962/?ref_=sr_i_191,"['Morton S. Fine', 'Alan Trustman', 'David M. Wolf']",Richard C. Sarafian,"['Sean Connery', 'Cornelia Sharpe', 'Albert Paulsen', 'Adolfo Celi', 'Marco St. John', 'Ted Beniades', 'Charles Cioffi', 'Jaime Sánchez', 'James Bulleit', 'Salem Ludwig']",,,,,"November 10, 1976",['United States'],"Carnegie Hill Mansion - 2 East 91st Street, Central Park, Manhattan, New York City, New York, USA",['Artists Entertainment Complex'],1 nomination total,"['Political Thriller', 'Thriller']",['English']
192. The Return of a Man Called Horse,1976,2h 9m,PG,6.1,2.1K,,"The English gentleman known as Horse, returns to the American west to save his adopted Indian tribe from extinction.",https://www.imdb.com/title/tt0075132/?ref_=sr_i_192,"['Richard Harris', 'Gale Sondergaard', 'Geoffrey Lewis']",Irvin Kershner,"['Richard Harris', 'Gale Sondergaard', 'Geoffrey Lewis', 'William Lucking', 'Jorge Luke', 'Jorge Russek', 'Claudio Brook', 'Enrique Lucero', 'Regino Herrera', 'Pedro Damián']","$4,000,000 (estimated)",,,,"August 4, 1976","['Mexico', 'United States']","Custer State Park - 13329 U.S. Highway 16A, Custer, South Dakota, USA","['Estudios Churubusco Azteca S.A.', 'Sandy Howard Productions']",,"['Drama', 'Western']",['English']
193. The Black Corsair,1976,2h 6m,,6.2,698,,"Emilio Roccanera, Lord of Ventimiglia, becomes a corsair in the Spanish Main and is driven by revenge against Duke Van Guld, Governor of Maracaibo, who killed his brothers.",https://www.imdb.com/title/tt0074349/?ref_=sr_i_193,"['Kabir Bedi', 'Carole André', 'Mel Ferrer']",Sergio Sollima,"['Kabir Bedi', 'Carole André', 'Mel Ferrer', 'Angelo Infanti', 'Sonja Jeannine', 'Sal Borgese', 'Franco Fantasia', 'Edoardo Faieta', 'Jackie Basehart', 'Nicolò Piccolomini']",,,,,"December 22, 1976",['Italy'],"Cartagena, Colombia",['Rizzoli Film'],,"['Action', 'Adventure']",['Italian']
194. J.D.'s Revenge,1976,1h 36m,R,6.0,1.5K,42.0,"Murdered on Bourbon Street in 1942 New Orleans, a gangster returns from the dead 34 years later possessing the body of a young, black law student in his quest for revenge.",https://www.imdb.com/title/tt0074703/?ref_=sr_i_194,"['Glynn Turman', 'Louis Gossett Jr.', 'Joan Pringle']",Arthur Marks,"['Glynn Turman', 'Louis Gossett Jr.', 'Joan Pringle', 'Carl W. Crudup', 'Julian Christopher', 'Fred Pinkard', 'Jo Anne Meredith', 'Alice Jubert', 'David McKnight', 'Stephanie Faulkner']",,,,,"February 8, 1978",['United States'],"New Orleans, Louisiana, USA",['American International Pictures (AIP)'],,"['Action', 'Horror', 'Thriller']",['English']
195. Black Velvet,1976,1h 25m,R,4.3,586,,"Glamorous, but passive and browbeaten fashion model Laura and her abusive photographer husband Carlo go to Egypt to visit Laura's wealthy friend Crystal. While staying at Crystal's palatial abode Laura befriends Crystal's free-spirited daughter Pina and falls under the charismatic spell of shifty spiritual guru Horatio.",https://www.imdb.com/title/tt0075766/?ref_=sr_i_195,"['Laura Gemser', 'Annie Belle', 'Al Cliver']",Brunello Rondi,"['Laura Gemser', 'Annie Belle', 'Al Cliver', 'Gabriele Tinti', 'Feodor Chaliapin Jr.', 'Ziggy Zanger', 'Mario Lenzi', 'Tarek El Nahry', 'Wallaa Leila', 'Nieves Navarro']",,,,,February 1978,['Italy'],Egypt,['Rekord Films'],,"['Drama', 'Horror', 'Romance']",['Italian']
196. The Duchess and the Dirtwater Fox,1976,1h 43m,PG,5.7,2.1K,,"A female hustler is chasing after rich men, but becomes repeatedly mixed up with a suave con man and card shark through a series of misadventures before falling in love with him.",https://www.imdb.com/title/tt0074441/?ref_=sr_i_196,"['Melvin Frank', 'Barry Sandler', 'Jack Rose']",Melvin Frank,"['George Segal', 'Goldie Hawn', 'Conrad Janis', 'Thayer David', 'Jennifer Lee Pryor', 'Sid Gould', 'Pat Ast', 'E.J. André', 'Richard Farnsworth', 'Clifford Turknett']","$4,590,000 (estimated)",,,,"April 1, 1976",['United States'],"Central City, Colorado, USA",['Twentieth Century Fox'],1 nomination total,"['Comedy', 'Western']","['English', 'Hebrew', 'French', 'German']"
197. Johan,1976,1h 21m,Unrated,5.6,394,,While Philipe waits for Johan to come out of jail he starts recreating several moments of their relationship with the help of several friends during the summer of 1975.,https://www.imdb.com/title/tt0222067/?ref_=sr_i_197,"['Marie-Christine Weill', 'Patrice Pascal', 'Philippe Vallois']",Philippe Vallois,"['Marie-Christine Weill', 'Patrice Pascal', 'Philippe Vallois', 'Laurent Laclos', 'Pierre Commoy', 'Manolo Rosales', 'Philippe Dupeux', 'Karl Forest', 'Alexandre Grecq', 'Thierry Loret']",,,,,"June 2, 1976",['France'],,['Vallois 2'],,['Drama'],['French']
198. The Human Tornado,1976,1h 36m,R,6.0,2K,,"Dolemite flees to California, where he helps Queen Bee and her Kung Fu prostitutes battle a local gangster.",https://www.imdb.com/title/tt0074653/?ref_=sr_i_198,"['Jerry Jones', 'Rudy Ray Moore', 'Jimmy Lynch']",Cliff Roquemore,"['Rudy Ray Moore', 'Lady Reed', 'Jimmy Lynch', 'Howard Jackson', 'Gloria Delaney', 'Jerry Jones', 'Sir Lady Java', 'J.B. Baron', 'Jack Kelly', 'Herb Graham']","$200,000 (estimated)",,,,"October 2, 1976",['United States'],"Bronson Caves, Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",['Comedian International Enterprises (C.I.E.)'],,"['Parody', 'Action', 'Comedy', 'Drama']",['English']
199. Born for Hell,1976,1h 32m,Unrated,5.2,1.1K,,"A disturbed American war veteran arrives in Belfast during the Northern Ireland conflicts, and proceeds to terrorize a household of female nursing students.",https://www.imdb.com/title/tt0211971/?ref_=sr_i_199,"['F.G. Ranger', 'Denis Héroux', 'Clenn Wood']",Denis Héroux,"['Mathieu Carrière', 'Debra Berger', 'Christine Boisson', 'Myriam Boyer', 'Leonora Fani', 'Ely Galleani', 'Carole Laure', 'Eva Mattes', 'Andrée Pelletier', 'Ehmi Bessel']","CA$900,000 (estimated)",,,,1984,"['Canada', 'West Germany', 'France', 'Italy']","Hamburg, Germany","['Cinévidéo', 'Les Productions Mutuelles Ltée', 'Studio Film']",,"['Drama', 'Horror', 'Thriller']",['English']
200. Illustrious Corpses,1976,2h,PG,7.3,2.9K,,An investigation of the judges' assassinations reveals a political background.,https://www.imdb.com/title/tt0074262/?ref_=sr_i_200,"['Francesco Rosi', 'Tonino Guerra', 'Lino Iannuzzi']",Francesco Rosi,"['Lino Ventura', 'Tino Carraro', 'Marcel Bozzuffi', 'Paolo Bonacelli', 'Alain Cuny', 'Maria Carta', 'Luigi Pistilli', 'Tina Aumont', 'Renato Salvatori', 'Paolo Graziosi']",,,,,"February 20, 1976","['Italy', 'France']","Agrigento, Sicily, Italy","['Produzioni Europee Associate (PEA)', 'Les Productions Artistes Associés']",5 wins & 6 nominations total,"['Crime', 'Mystery', 'Thriller']",['Italian']
"201. Oh, My Beautiful Stepmother",1976,1h 37m,,4.8,96,,"Dad's new wife, Lalla, is young, very young. Maybe too young. His son Claudio falls in love with her, but there's something wrong with him. He has a complicated relationship with the memory of his mother, who died in a car accident years ago. The two lovers plan a murder, but not of the same person...",https://www.imdb.com/title/tt0131509/?ref_=sr_i_201,"['Sabina Ciuffini', 'Gianfranco De Angelis', 'Maurice Ronet']",Guido Leoni,"['Sabina Ciuffini', 'Gianfranco De Angelis', 'Maurice Ronet', 'Gloria Piedimonte', 'Crippy Yocard', 'Tom Felleghy']",,,,,"April 6, 1976",['Italy'],,"['ATA Cine TV Produzione', 'Attori Tecnici Associati']",,['Drama'],['Italian']
202. Manthan,1976,2h 14m,,7.7,864,,"A young veterinary surgeon, Dr. Rao, who makes a visit to a village, where he intends to commence a co-operative society dairy for the betterment of the rural people.",https://www.imdb.com/title/tt0074858/?ref_=sr_i_202,"['Kaifi Azmi', 'Shyam Benegal', 'V. Kurien']",Shyam Benegal,"['Girish Karnad', 'Smita Patil', 'Naseeruddin Shah', 'Anant Nag', 'Amrish Puri', 'Kulbhushan Kharbanda', 'Mohan Agashe', 'Savita Bajaj', 'Rajendra Jaspal', 'Abha Dhulia']",,,,,October 1980,['India'],,['Gujarat Milk Co-Op Marketing Federation Ltd.'],3 wins total,['Drama'],['Hindi']
203. The Muthers,1976,1h 23m,R,4.9,898,,A band of female pirates go undercover at a prison camp on a coffee plantation to rescue their leader's sister.,https://www.imdb.com/title/tt0074941/?ref_=sr_i_203,"['Jeannie Bell', 'Rosanne Katon', 'Trina Parks']",Cirio H. Santiago,"['Jeannie Bell', 'Rosanne Katon', 'Trina Parks', 'Jayne Kennedy', 'Tony Carreon', 'John Montgomery', 'Sam Sharruff', 'Dick Piper', 'Ken Metcalfe', 'Rocco Montalban']",,,,,November 1976,['Philippines'],Philippines,['Dimension Pictures'],,"['Action', 'Drama']","['English', 'Spanish']"
204. Rape,1976,1h 31m,,5.1,109,,A psychiatrist and a reporter travel to a small Spanish village in an attempt to determine the cause of a mutual friend's mysterious illness.,https://www.imdb.com/title/tt0074401/?ref_=sr_i_204,"['Nadiuska', 'Ramiro Oliveros', 'Gil Vidal']",Miguel Iglesias,"['Nadiuska', 'Ramiro Oliveros', 'Gil Vidal', 'Luis Induni', ""Gaspar 'Indio' González"", 'Alfred Lucchetti', 'Enric Majó', 'Eva Robin', 'Antonio Sarrá', 'Juan Torres']",,,,,,['Spain'],,['Profilmes'],,"['Drama', 'Horror']",['Spanish']
205. Spermula,1976,1h 43m,,4.1,568,,A notorious secret society known as Spermula plans to return from the future and conquer Earth by neutering the male population.,https://www.imdb.com/title/tt0075251/?ref_=sr_i_205,"['Dayle Haddon', 'Udo Kier', 'François Dunoyer']",Charles Matton,"['Dayle Haddon', 'Udo Kier', 'François Dunoyer', 'Jocelyne Boisseau', 'Ginette Leclerc', 'Isabelle Mercanton', 'Georges Géret', 'Radiah Frye', 'Angela McDonald', 'Suzannah Djian']",,,,,"July 7, 1976",['France'],,"['5 Continents', 'Film and Co.']",,"['Horror', 'Sci-Fi']",['French']
206. Chhoti Si Baat,1976,2h 3m,,8.3,4.7K,,A timid suitor seeks the help of a ruthless colonel to win the woman of his dreams when a bold young man begins to pursue her in this romantic comedy.,https://www.imdb.com/title/tt0072777/?ref_=sr_i_206,"['Ashok Kumar', 'Vidya Sinha', 'Amol Palekar']",Basu Chatterjee,"['Ashok Kumar', 'Vidya Sinha', 'Amol Palekar', 'Govardhan Asrani', 'Nandita Thakur', 'Rajan Haksar', 'Ashim Kumar', 'Devendra Khandelwal', 'Baba Majgoakar', 'Noni Ganguly']",,,,,"January 9, 1976",['India'],,"['B.R. Films', 'NH Studioz']",2 nominations total,"['Comedy', 'Romance']",['Hindi']
207. Crypt of Dark Secrets,1976,1h 11m,R,4.5,335,,A witch resurrects a murdered Vietnam vet and takes revenge on his killers.,https://www.imdb.com/title/tt0285490/?ref_=sr_i_207,"['Ronald Tanet', 'Maureen Ridley', 'Herbert G. Jahncke']",Jack Weis,"['Ronald Tanet', 'Maureen Ridley', 'Herbert G. Jahncke', 'Wayne Mack', 'Butch Benit', 'Susie Sirmen', 'Harry Uher', 'Barbara Hagerty', 'Lois Tillman', 'Cindy Almario']",,,,,"October 13, 1976",['United States'],"New Orleans, Louisiana, USA",['Omni National'],,"['Folk Horror', 'Crime', 'Horror']",['English']
208. St. Ives,1976,1h 34m,PG,6.2,2.9K,,A crime novelist is hired by a shady character to negotiate the return of stolen confidential documents.,https://www.imdb.com/title/tt0075263/?ref_=sr_i_208,"['Charles Bronson', 'Jacqueline Bisset', 'John Houseman']",J. Lee Thompson,"['Charles Bronson', 'Jacqueline Bisset', 'John Houseman', 'Maximilian Schell', 'Harry Guardino', 'Harris Yulin', 'Dana Elcar', 'Michael Lerner', 'George Memmoli', ""Dick O'Neill""]","$1,500,000 (estimated)",,,,"July 31, 1976",['United States'],"Downtown, Los Angeles, California, USA",['Warner Bros.'],,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['English']
209. Shaolin Temple,1976,2h 6m,Not Rated,6.8,1.4K,,"The Shaolin Temple begins to accept outside students seeking to learn the superior techniques of the Shaolin kung fu, amidst some bad omens foretelling the future of the Temple.",https://www.imdb.com/title/tt0075202/?ref_=sr_i_209,"['Sheng Fu', 'Kuan-Chun Chi', 'Lung Ti']",Cheh Chang,"['Sheng Fu', 'Kuan-Chun Chi', 'Lung Ti', 'David Chiang', 'Phillip Chung-Fung Kwok', 'Lung-Wei Wang', 'Szu Shih', 'Sheng Chiang', 'Feng Lu', 'Hsi Chang']",,,,,"December 22, 1976",['Hong Kong'],,['Shaw Brothers'],,"['Action', 'Drama']",['Mandarin']
210. Things to Come,1976,1h 37m,R,4.5,224,,A dystopian Sci-Fi sex adventure.,https://www.imdb.com/title/tt3916196/?ref_=sr_i_210,"['Jim Curtis', 'Barbara Fisk', 'Neil Fletcher']",Derek Todd,"['Jim Curtis', 'Barbara Fisk', 'Neil Fletcher', 'Scarlet Huey', 'Byron Lord', 'Teresa Smith', 'Roscoe Young']",,,,,,['United States'],,['The Magus Film Group'],,"['Dystopian Sci-Fi', 'Sci-Fi']",['English']
211. Drive in Massacre,1976,1h 14m,R,3.7,2.2K,,"Two police detectives try to catch a serial killer who is stalking a rural California drive-in theater, randomly killing people with a sword.",https://www.imdb.com/title/tt0074434/?ref_=sr_i_211,"['John F. Goff', 'Steve Vincent', 'Douglas Gudbye']",Stu Segall,"['John F. Goff', 'Steve Vincent', 'Douglas Gudbye', 'Verkina Flower', 'Robert E. Pearson', 'Catherine Barkley', 'Norman Sheridan', 'John Alderman', 'Jacqueline Giroux', 'Bruce Kimball']","$30,000 (estimated)",,,,"January 7, 1977",['United States'],"Simi Valley, California, USA",['S.A.M. Productions'],,"['Slasher Horror', 'Horror', 'Mystery']",['English']
212. Madame Is Served,1976,1h 45m,,4.8,123,,"A bankrupt Italian count has just committed suicide. One of his creditors, Domenico takes over the family villa, but he allows Angela, the widowed mother, Angela's mother-in-law and the three adult sisters to stay on. He is a wealthy businessman, but also basically an uncouth peasant. Still, the dimwitted, sex-crazed sisters try to seduce both him and Daniele, his shy, virginal son. Attracted to the handsome teenager, Sultana and one of the girls allow Daniele to have his first sexual experiences.",https://www.imdb.com/title/tt0081296/?ref_=sr_i_212,"['Mario Lanfranchi', 'Pupi Avati']",Mario Lanfranchi,"['Senta Berger', 'Maurizio Arena', 'Bruno Zanin', 'Erika Blanc', 'Barbara Nascimben', 'Barbara Vittoria Calori', 'Pina Cei', 'Angiolina Quinterno', 'Luigi Casalini', 'Bruno Lanzarini']",,,,,"March 13, 1976","['Italy', 'West Germany']","Guastalla, Emilia-Romagna, Italy",['InterVision'],,"['Comedy', 'Drama', 'Romance']",['Italian']
213. Teenage Emanuelle,1976,1h 21m,X,4.5,219,,"Annie, the mistress of a middle-aged financier, accompanies him on a trip to Hong Kong. When his business interests collapse Annie ends up destitute. She is befriended by a group of socialites and begins her rite of passage in their world.",https://www.imdb.com/title/tt0072987/?ref_=sr_i_213,"['Massimo Dallamano', 'Marcello Coscia']",Massimo Dallamano,"['Annie Belle', 'Ciro Ippolito', 'Felicity Devonshire', 'Charles Fawcett', 'Rik Battaglia', 'Linda Ho', 'Yao Lin Chen', 'Ines Pellegrini', 'Al Cliver', 'Patrizia Banti']",,,,,May 1976,"['Italy', 'United Kingdom']",,"['Italian International Film', 'Coralta Cinematografica', 'Barongreen']",,['Drama'],['Italian']
214. The Little Mermaid,1976,1h 24m,,7.1,926,,"The little mermaid, one of the daughters of the sea king, seeing the prince on the deck of a luxurious ship, falls in love with him. But during a storm, the ship crashes against a rock. The little mermaid saves her lover from death.",https://www.imdb.com/title/tt0074846/?ref_=sr_i_214,"['Miroslava Safránková', 'Radovan Lukavský', 'Petr Svojtka']",Karel Kachyna,"['Miroslava Safránková', 'Radovan Lukavský', 'Petr Svojtka', 'Libuse Safránková', 'Marie Rosulková', 'Milena Dvorská', 'Jindrich Narenta', 'Jirí Ornest', 'Dagmar Patrasová', 'Andrea Cunderlíková']",,,,,"November 12, 1976",['Czechoslovakia'],"Prachovské skály, Czech Republic",['Filmové studio Barrandov'],,"['Fairy Tale', 'Tragic Romance', 'Drama', 'Family', 'Fantasy', 'Romance']",['Czech']
215. Harry and Walter Go to New York,1976,1h 55m,PG,5.4,1.3K,,"In 1892, two vaudevillians and petty con artists get involved, together with the most notorious bank robber, in a New York City bank heist.",https://www.imdb.com/title/tt0074608/?ref_=sr_i_215,"['Don Devlin', 'John Byrum', 'Robert Kaufman']",Mark Rydell,"['James Caan', 'Elliott Gould', 'Michael Caine', 'Diane Keaton', 'Charles Durning', 'Lesley Ann Warren', 'Val Avery', 'Jack Gilford', 'Dennis Dugan', 'Carol Kane']","$7,000,000 (estimated)",,,,"August 19, 1976",['United States'],"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA","['Devlin-Gittes/Tony Bill', 'Columbia Pictures', 'Safecracker Productions']",,"['Comedy', 'Crime']","['English', 'French']"
216. The Hand of Death,1976,1h 35m,R,6.0,2.1K,,A survivor of an attack on a rebel group opposing the Manchu invasion of China creates the Goose Fist fighting technique and tries for revenge on a traitor.,https://www.imdb.com/title/tt0073694/?ref_=sr_i_216,"['Tao-Liang Tan', 'James Tien', 'Jackie Chan']",John Woo,"['Tao-Liang Tan', 'James Tien', 'Jackie Chan', 'Ching Chu', 'Wei Yang', 'Sammo Kam-Bo Hung', 'Carter Wong', 'Pao-Shan Chang', 'Chun Chao', 'Feng-Chen Chen']",,,,,"July 15, 1976",['Hong Kong'],"Hong Kong, China",['Golden Harvest Company'],,"['Action', 'Drama']",['Mandarin']
217. Scorchy,1976,1h 39m,R,4.8,367,,Seattle undercover narc Jackie Parker (Stevens) is out to bust the drug smuggling ring commanded by Philip Bianco (Danova).,https://www.imdb.com/title/tt0075174/?ref_=sr_i_217,"['Connie Stevens', 'Cesare Danova', 'William Smith']",Howard Avedis,"['Connie Stevens', 'Cesare Danova', 'William Smith', 'Norman Burton', 'John Davis Chandler', 'Joyce Jameson', 'Greg Evigan', 'Nick Dimitri', 'Nate Long', 'Ingrid Cedergren']",,,,,"July 1, 1978",['United States'],"Seattle, Washington, USA","['American International Pictures (AIP)', 'Hickmar Productions']",,"['Action', 'Crime', 'Drama', 'Thriller']",['English']
