Writer,Count,TotalGrossWorldWide,AverageGrossPerFilm,WriterWeight
Eileen Walsh,1,35750534.91804335,35750534.91804335,24780382.481951624
Dorothy Duffy,1,35750534.91804335,35750534.91804335,24780382.481951624
Jeremy Lipp,1,24287.195912408763,24287.195912408763,16834.60137039316
Tom Kempinski,1,24287.195912408763,24287.195912408763,16834.60137039316
Andrei Konchalovsky,1,24287.195912408763,24287.195912408763,16834.60137039316
Ben Chaplin,2,123880950.19575332,61940475.09787666,68048567.10846834
Geneva Robertson-Dworet,2,1682101222.7837768,841050611.3918884,923988537.0669554
Ryan Fleck,1,1348466319.8312268,1348466319.8312268,934685627.6710603
Anna Boden,1,1348466319.8312268,1348466319.8312268,934685627.6710603
Kara Hayward,1,90597565.86997919,90597565.86997919,62797447.34837
Jared Gilman,1,90597565.86997919,90597565.86997919,62797447.34837
Aleksey Serebryakov,1,64669778.40955087,64669778.40955087,44825674.572016604
Bob Odenkirk,1,64669778.40955087,64669778.40955087,44825674.572016604
Eric Bergren,1,96249859.41436893,96249859.41436893,66715318.68236093
Christopher De Vore,1,96249859.41436893,96249859.41436893,66715318.68236093
Romola Garai,1,10906909.105336957,10906909.105336957,7560093.294987907
Claire Skinner,1,3535228.604651875,3535228.604651875,2450433.7399493167
Alison Steadman,1,3535228.604651875,3535228.604651875,2450433.7399493167
Marsha Norman,1,1228435.5823540147,1228435.5823540147,851486.6604081998
Mark Stein,1,206104157.4181753,206104157.4181753,142860515.61609134
Janet Lewis,1,11755611.557222798,11755611.557222798,8148369.006646891
Roger Bohbot,1,3227536.3069570553,3227536.3069570553,2237157.691322141
Virginie Wagon,1,3227536.3069570553,3227536.3069570553,2237157.691322141
Erick Zonca,1,3227536.3069570553,3227536.3069570553,2237157.691322141
Anna Wilson-Jones,1,5033523.03301087,5033523.03301087,3488972.298615029
Anne Reid,1,5033523.03301087,5033523.03301087,3488972.298615029
Chris Lemmon,1,977556.8553467154,977556.8553467154,677590.778120622
Vic Tayback,1,977556.8553467154,977556.8553467154,677590.778120622
Martin Starr,1,9580727.590949172,9580727.590949172,6640854.317379296
Jérôme Tonnerre,1,3486670.454554525,3486670.454554525,2416775.795116132
Claude Sautet,1,3486670.454554525,3486670.454554525,2416775.795116132
Masato Ide,1,11816748.507825278,11816748.507825278,8190745.911585032
Fouad Habash,1,1891313.493719032,1891313.493719032,1310958.6157263268
Elias Saba,1,1891313.493719032,1891313.493719032,1310958.6157263268
Nisrin Siksik,1,1891313.493719032,1891313.493719032,1310958.6157263268
Flex Alexander,1,25433715.090638056,25433715.090638056,17629307.9062407
A.J. Cook,1,25433715.090638056,25433715.090638056,17629307.9062407
Leem Lubany,1,4363449.061240333,4363449.061240333,3024512.414315677
Kaitlyn Chalmers-Rizzato,1,433122.3123437567,433122.3123437567,300217.509638679
Kaleb Horn,1,433122.3123437567,433122.3123437567,300217.509638679
Adrian Brine,1,5201787.684376435,5201787.684376435,3605604.467296973
Paul Rhys,1,5201787.684376435,5201787.684376435,3605604.467296973
Ava Cooper,1,44339184.146271214,44339184.146271214,30733580.479316115
Scott Shepherd,1,44339184.146271214,44339184.146271214,30733580.479316115
Peter Reznick,1,32020979.229514435,32020979.229514435,22195251.4717065
Avi Hoffman,1,32020979.229514435,32020979.229514435,22195251.4717065
John McDonough,1,32020979.229514435,32020979.229514435,22195251.4717065
Rui Ge,1,543238393.5397569,543238393.5397569,376544160.8539965
Kun Hu,1,543238393.5397569,543238393.5397569,376544160.8539965
Suleka Mathew,1,937261.0937533086,937261.0937533086,649659.8845836364
Kris Holden-Ried,1,937261.0937533086,937261.0937533086,649659.8845836364
Carl Barks,1,42233338.44107116,42233338.44107116,29273919.46606243
Ted Osborne,1,42233338.44107116,42233338.44107116,29273919.46606243
Alan Burnett,1,42233338.44107116,42233338.44107116,29273919.46606243
Anthony Luke Lucero,1,26907396.680306047,26907396.680306047,18650786.14516217
Godfrey Reggio,1,5456609.731067358,5456609.731067358,3782233.6505053
Ron Fricke,1,5456609.731067358,5456609.731067358,3782233.6505053
Michael Hoenig,1,5456609.731067358,5456609.731067358,3782233.6505053
Joe Gayton,1,43912731.725353725,43912731.725353725,30437986.186114196
Michael Treanor,2,63809227.505159646,31904613.752579823,35050800.73379377
Roddy Piper,1,34644341.80309383,34644341.80309383,24013627.843169536
Christopher McDonald,3,434494369.86294043,144831456.62098014,200779031.62644482
Stacey Travis,1,6923527.407903114,6923527.407903114,4799023.50231755
Mark Dacascos,1,6923527.407903114,6923527.407903114,4799023.50231755
Mahesh Babu,1,3975524.6186446412,3975524.6186446412,2755623.680660185
Chris Kattan,1,43481976.73576511,43481976.73576511,30139409.579568718
Deborah Kara Unger,3,369463970.4768343,123154656.82561143,170728606.30300036
Jack Bernstein,1,220440991.8757895,220440991.8757895,152798051.9985413
David Prior,1,5647570.470675513,5647570.470675513,3914597.548762335
Cullen Bunn,1,5647570.470675513,5647570.470675513,3914597.548762335
Robert Benton,1,18881884.049678758,18881884.049678758,13087924.692694632
Hannah Bailey,1,1599585.3728930857,1599585.3728930857,1108748.091285771
Jake Tusing,1,1599585.3728930857,1599585.3728930857,1108748.091285771
Megan Krizmanich,1,1599585.3728930857,1599585.3728930857,1108748.091285771
Del Tackett,1,3402482.8769990206,3402482.8769990206,2358421.413095362
Kevin L. Anderson,1,3402482.8769990206,3402482.8769990206,2358421.413095362
Steve A. Austin,1,3402482.8769990206,3402482.8769990206,2358421.413095362
Christopher Simmons,1,23377873.932729293,23377873.932729293,16204307.403957149
Robert D. San Souci,1,568877239.4742823,568877239.4742823,394315654.6263236
Rob Marshall,1,439905473.190361,439905473.190361,304919238.4547873
P.L. Travers,1,439905473.190361,439905473.190361,304919238.4547873
Fele Martínez,1,65218608.03096877,65218608.03096877,45206094.276710205
Samantha Cahill,1,621452.9937109045,621452.9937109045,430758.3904412509
Charlotte Burke,1,621452.9937109045,621452.9937109045,430758.3904412509
Jane Bertish,1,621452.9937109045,621452.9937109045,430758.3904412509
David Dobkin,1,108655871.36040145,108655871.36040145,75314510.88474637
Bill Dubuque,1,108655871.36040145,108655871.36040145,75314510.88474637
Jacques Prévert,1,619206.9733252428,619206.9733252428,429201.56774344924
Paul Grimault,1,619206.9733252428,619206.9733252428,429201.56774344924
James Badge Dale,2,114030689.7380122,57015344.8690061,62637758.51574036
Bernard Hill,1,1230728.2101098902,1230728.2101098902,853075.7888732584
Joan Plowright,2,30761698.836688455,15380849.418344228,16897590.18114672
Rohit Dhawan,1,3190476.0298836576,3190476.0298836576,2211469.464757945
Rob Weiss,1,63331565.77632828,63331565.77632828,43898096.25830867
Doug Ellin,2,71008164.40685588,35504082.20342794,39005221.00656868
Ashmith Kunder,1,19118541.354826283,19118541.354826283,13251963.036516555
Hardy Jones,1,1686485.3832578994,1686485.3832578994,1168982.5884607718
Richard O'Barry,1,1686485.3832578994,1686485.3832578994,1168982.5884607718
Charles Napier,1,826692.1145538058,826692.1145538058,573019.3083941098
Robin Tunney,2,29125172.02671385,14562586.013356926,15998635.949060258
Maryam d'Abo,1,137386510.78151408,137386510.78151408,95229072.59517501
Leo Fuchs,1,36787061.78849273,36787061.78849273,25498848.159778234
Richard Arlook,1,1012500.4446134969,1012500.4446134969,701811.8284995364
Elisabeth Wagner,1,1012500.4446134969,1012500.4446134969,701811.8284995364
Myles Berkowitz,1,1012500.4446134969,1012500.4446134969,701811.8284995364
Eliza Bennett,1,88880575.52546877,88880575.52546877,61607320.332023956
Emmanuelle Seigner,2,30742644.091771383,15371322.045885691,16887123.29268505
Marie-Josée Croze,2,233423471.85681143,116711735.92840572,128220947.32273386
Yo-Yo Ma,1,1619288.8390959299,1619288.8390959299,1122405.4933315306
Kayhan Kalhor,1,1619288.8390959299,1619288.8390959299,1122405.4933315306
Kinan Azmeh,1,1619288.8390959299,1619288.8390959299,1122405.4933315306
P.J. Pettiette,1,25234111.198613696,25234111.198613696,17490953.031255227
Michael Dick,1,25234111.198613696,25234111.198613696,17490953.031255227
R Balki,1,6754219.91971274,6754219.91971274,4681668.494230705
Jagan Shakti,1,6754219.91971274,6754219.91971274,4681668.494230705
Saketh Kondiparthi,1,6754219.91971274,6754219.91971274,4681668.494230705
Nawazuddin Siddiqui,1,1187275.5138408102,1187275.5138408102,822956.6749666178
Sanya Malhotra,1,1187275.5138408102,1187275.5138408102,822956.6749666178
Sachin Khedekar,1,1187275.5138408102,1187275.5138408102,822956.6749666178
Aaron Schwartz,1,35366979.069908135,35366979.069908135,24514521.827229418
Tom McGowan,1,35366979.069908135,35366979.069908135,24514521.827229418
Eminem,1,411364769.4094274,411364769.4094274,285136330.0978366
Stu Krieger,1,146733.95638326588,146733.95638326588,101708.22815946673
Jim Herzfeld,3,1428659577.696405,476219859.232135,660180905.5068169
Peter McCarthy,1,885479.9811665259,885479.9811665259,613767.9523878508
Bill Fishman,1,885479.9811665259,885479.9811665259,613767.9523878508
Valentina Vargas,1,18132363.530732952,18132363.530732952,12568396.65821552
Bruce Ramsay,1,18132363.530732952,18132363.530732952,12568396.65821552
Doug Bradley,2,49274131.374942586,24637065.687471293,27066583.120979395
Marley Shelton,1,29117469.363195933,29117469.363195933,20182691.794139847
Byron Kennedy,1,102600282.55267657,102600282.55267657,71117096.57604152
Tony Abatemarco,1,16222310.284499737,16222310.284499737,11244448.635869596
Caroline Aaron,1,16222310.284499737,16222310.284499737,11244448.635869596
Melinda Allen,1,16222310.284499737,16222310.284499737,11244448.635869596
Bruce Feirstein,1,661771044.0864346,661771044.0864346,458704733.3847234
Michael Haneke,1,27487458.903480515,27487458.903480515,19052854.639704883
Uxía Blanco,1,14152601.335882353,14152601.335882353,9809835.713555768
Manuel Lozano,1,14152601.335882353,14152601.335882353,9809835.713555768
Fernando Fernán Gómez,1,14152601.335882353,14152601.335882353,9809835.713555768
Bobby Fite,1,27958515.361412637,27958515.361412637,19379366.09540509
Elmore Leonard,1,24040642.320037175,24040642.320037175,16663703.44298387
Alan King,1,37059117.39232342,37059117.39232342,25687422.73452901
Ann-Marie MacDonald,1,3796420.6213732394,3796420.6213732394,2631478.2499244963
Sheila McCarthy,1,3796420.6213732394,3796420.6213732394,2631478.2499244963
Paule Baillargeon,1,3796420.6213732394,3796420.6213732394,2631478.2499244963
Kenneth Mars,1,45111744.109940834,45111744.109940834,31269078.239947207
Randall Batinkoff,1,45111744.109940834,45111744.109940834,31269078.239947207
Sarat Chandra Chattopadhyay,2,11625655.889383867,5812827.944691934,6386044.21195195
Rekha Nigam,1,2430779.3171326164,2430779.3171326164,1684887.8302339022
Tom Herman,1,3148543.7471259176,3148543.7471259176,2182404.2211899753
Kaleil Isaza Tuzman,1,3148543.7471259176,3148543.7471259176,2182404.2211899753
Kenneth Austin,1,3148543.7471259176,3148543.7471259176,2182404.2211899753
Hill Harper,1,89892610.73310106,89892610.73310106,62308809.682821676
Jonathan Stark,1,20921440.14084507,20921440.14084507,14501637.246880425
Alex Gregory,1,86070200.3637217,86070200.3637217,59659316.712343276
Peter Huyck,1,86070200.3637217,86070200.3637217,59659316.712343276
Rafe Judkins,1,423901028.83981484,423901028.83981484,293825802.97677773
Anna Chlumsky,4,184791638.31806958,46197909.579517394,74352667.1524778
Paul Zindel,1,21758497.966914497,21758497.966914497,15081841.518986085
Charles S. Haas,1,20101675.93280277,20101675.93280277,13933419.997351948
Jerico Stone,1,20101675.93280277,20101675.93280277,13933419.997351948
Michael Bond,1,419729081.08612967,419729081.08612967,290934029.1538674
Tony Jaa,1,33509645.505717393,33509645.505717393,23227116.303851254
Pumwaree Yodkamol,1,33509645.505717393,33509645.505717393,23227116.303851254
Phetthai Vongkumlao,1,33509645.505717393,33509645.505717393,23227116.303851254
David Seaman,1,9194991.996432798,9194991.996432798,6373482.777598657
Tami Erin,1,9194991.996432798,9194991.996432798,6373482.777598657
Cory Crow,1,9194991.996432798,9194991.996432798,6373482.777598657
Enzo Ungari,1,118004912.77515845,118004912.77515845,81794772.58232334
Mark Peploe,1,118004912.77515845,118004912.77515845,81794772.58232334
Dominique Belcourt,1,1491202.0957258567,1491202.0957258567,1033622.5282974592
Eleonore Adlon,1,10011874.712323943,10011874.712323943,6939702.728966755
Christopher Doherty,1,10011874.712323943,10011874.712323943,6939702.728966755
Percy Adlon,1,10011874.712323943,10011874.712323943,6939702.728966755
Fred Ebb,1,519597982.0729961,519597982.0729961,360157876.2985342
Bob Fosse,1,519597982.0729961,519597982.0729961,360157876.2985342
James Fenimore Cooper,1,163984253.05816105,163984253.05816105,113665222.66349292
Paul Perez,1,163984253.05816105,163984253.05816105,113665222.66349292
Carroll Brooks,1,36919.090259865254,36919.090259865254,25590.363322463738
Mireille Perrier,1,36919.090259865254,36919.090259865254,25590.363322463738
Gregory Ramon Anderson,1,1493785.0411339633,1493785.0411339633,1035412.8896246286
Rob Hardy,1,1493785.0411339633,1493785.0411339633,1035412.8896246286
Will Packer,1,1493785.0411339633,1493785.0411339633,1035412.8896246286
Craig Bierko,1,33952669.51846339,33952669.51846339,23534197.149206493
Ken Berry,1,236276932.21095335,236276932.21095335,163774689.39337564
Stefanie Powers,1,236276932.21095335,236276932.21095335,163774689.39337564
Helen Hayes,1,236276932.21095335,236276932.21095335,163774689.39337564
Evan Daugherty,1,333634902.95255005,333634902.95255005,231258092.31795102
Alastair Siddons,1,333634902.95255005,333634902.95255005,231258092.31795102
Fred Armisen,1,5591212.6329261465,5591212.6329261465,3875533.2724239067
Big Daddy Kane,1,1810724.856143841,1810724.856143841,1255098.828805916
George Benson,1,1810724.856143841,1810724.856143841,1255098.828805916
Clarence Avant,1,1810724.856143841,1810724.856143841,1255098.828805916
Gilmer McCormick,1,7306572.135899903,7306572.135899903,5064529.875556875
Toni Nero,1,7306572.135899903,7306572.135899903,5064529.875556875
Lilyan Chauvin,1,7306572.135899903,7306572.135899903,5064529.875556875
Pat Morita,1,3603439.590629758,3603439.590629758,2497713.9925631
Paul Scherrer,1,15161228.768153952,15161228.768153952,10508962.974470245
Ryan Bollman,1,15161228.768153952,15161228.768153952,10508962.974470245
Terence Knox,1,15161228.768153952,15161228.768153952,10508962.974470245
Indira Bisht,1,1770559.10104927,1770559.10104927,1227258.0489070527
D.N. Mukherjee,1,1770559.10104927,1770559.10104927,1227258.0489070527
Juhi Chaturvedi,1,1770559.10104927,1770559.10104927,1227258.0489070527
Pamela Ludwig,1,246528.49074193547,246528.49074193547,170880.52828547114
Adam Clayton,2,55557289.093241386,27778644.546620693,30517960.261460867
Jerzy Skolimowski,1,274593.0193064516,274593.0193064516,190333.37713370955
Arcangelo Bonaccorso,1,274593.0193064516,274593.0193064516,190333.37713370955
Ivan Turgenev,1,274593.0193064516,274593.0193064516,190333.37713370955
Marcia Romano,1,1773727.2747315199,1773727.2747315199,1229454.0595624284
Audrey Diwan,1,1773727.2747315199,1773727.2747315199,1229454.0595624284
Annie Ernaux,1,1773727.2747315199,1773727.2747315199,1229454.0595624284
John Brosnan,1,3698553.005245675,3698553.005245675,2563641.587737552
Adam Simon,2,7493818.07341706,3746909.03670853,4116400.312249581
Frank Frazetta,1,2327736.6653212854,2327736.6653212854,1613464.106653458
Ralph Bakshi,1,2327736.6653212854,2327736.6653212854,1613464.106653458
Kim Dickens,1,647594.9346672823,647594.9346672823,448878.60310952866
Anthony Bodden,1,18019272.464907974,18019272.464907974,12490007.904792419
Nas,1,18019272.464907974,18019272.464907974,12490007.904792419
Hype Williams,1,18019272.464907974,18019272.464907974,12490007.904792419
Anthony Minghella,1,76701996.74135463,76701996.74135463,53165772.78458807
Arthur Kopit,1,76701996.74135463,76701996.74135463,53165772.78458807
Seymour Cassel,1,556518.7654882394,556518.7654882394,385749.4132268745
Wendy Crewson,1,391752517.9258705,391752517.9258705,271542153.27757657
Ariane,1,52975857.85438661,52975857.85438661,36720066.509512514
Michael Gottlieb,1,8394804.08558003,8394804.08558003,5818834.783272908
David Isaacs,1,8394804.08558003,8394804.08558003,5818834.783272908
Edward Rugoff,1,8394804.08558003,8394804.08558003,5818834.783272908
Ed. Weinberger,1,16770554.670317613,16770554.670317613,11624462.686157076
Stan Daniels,1,16770554.670317613,16770554.670317613,11624462.686157076
Brandon T. Jackson,1,261399274.03396335,261399274.03396335,181188169.79705822
Alexandra Daddario,3,900843909.6110481,300281303.2036827,416278277.3809975
George Cole,1,24040972.263887826,24040972.263887826,16663932.142633691
Sheena Easton,1,8049317.562024648,8049317.562024648,5579361.773549037
Damian Lewis,1,3879805.2521967576,3879805.2521967576,2689276.07168185
Douglas Booth,1,3879805.2521967576,3879805.2521967576,2689276.07168185
Nick Mancuso,1,436231.207892204,436231.207892204,302372.43182274053
Carole Laure,1,436231.207892204,436231.207892204,302372.43182274053
Finn Wittrock,1,2887390.7441238393,2887390.7441238393,2001386.7534643216
Ken LaZebnik,1,39276476.23459326,39276476.23459326,27224378.764338013
Garrison Keillor,1,39276476.23459326,39276476.23459326,27224378.764338013
Vanessa Lengies,1,48330404.46079365,48330404.46079365,33500083.587320924
Missy Peregrym,1,48330404.46079365,48330404.46079365,33500083.587320924
Dan Kearney,1,2007150.5048336205,2007150.5048336205,1391250.713384895
The Men of Battle Company 2nd of the 503rd Infantry Regiment 173rd Airborne Brigade Combat Team,1,2007150.5048336205,2007150.5048336205,1391250.713384895
Juan 'Doc Restrepo,1,2007150.5048336205,2007150.5048336205,1391250.713384895
David E. Talbert,1,29914828.459295064,29914828.459295064,20735379.003494784
J. Michael Straczynski,1,87490890.70211664,87490890.70211664,60644064.21485048
Melora Walters,1,156177794.1955638,156177794.1955638,108254197.71272643
Hal Barwood,1,46385391.15565923,46385391.15565923,32151903.098715417
Donal Logue,1,160470818.40533537,160470818.40533537,111229895.33980519
Kate Upton,1,253185198.20387265,253185198.20387265,175494606.29452527
Graziano Diana,2,1240210.9469650325,620105.4734825162,681255.493438249
David Henry Hwang,1,25094128.695919953,25094128.695919953,17393924.55418533
A.S. Byatt,1,25094128.695919953,25094128.695919953,17393924.55418533
Laura Jones,1,25094128.695919953,25094128.695919953,17393924.55418533
Octavia Spencer,2,328555292.30990326,164277646.15495163,180477440.8193013
Gillian Jacobs,2,33710885.03189935,16855442.515949674,18517596.278961234
Alexandra Moen,1,4750848.854528149,4750848.854528149,3293037.4887826317
Tom Hollander,1,4750848.854528149,4750848.854528149,3293037.4887826317
Oscar Hammerstein II,1,21934558.731944777,21934558.731944777,15203877.541874051
Arthur Rankin Jr.,1,21934558.731944777,21934558.731944777,15203877.541874051
Peter Bakalian,1,21934558.731944777,21934558.731944777,15203877.541874051
Richard Berry,1,7754323.197674063,7754323.197674063,5374887.261618356
Julie Bataille,1,7754323.197674063,7754323.197674063,5374887.261618356
James Higginson,1,66288904.37772742,66288904.37772742,45947967.171829574
Brian Bosworth,1,20474289.814052865,20474289.814052865,14191696.25857795
Robert Sheehan,1,124776360.38516122,124776360.38516122,86488382.40150616
Jamie Campbell Bower,1,124776360.38516122,124776360.38516122,86488382.40150616
Jean Marsh,1,31540057.995371748,31540057.995371748,21861902.27418909
Richard Armitage,1,207886572.972501,207886572.972501,144095991.9321584
Sarah Wayne Callies,2,226082422.9261857,113041211.46309285,124188464.0392842
David Weissman,1,169257215.838419,169257215.838419,117320161.94782624
David Diamond,1,169257215.838419,169257215.838419,117320161.94782624
Marco Khan,1,381805110.0686103,381805110.0686103,264647135.5674368
S.E. Hinton,1,7631255.4714859435,7631255.4714859435,5289583.214193137
Jeanne Austin,1,26437671.829460945,26437671.829460945,18325197.689159945
Elizabeth Berridge,1,26437671.829460945,26437671.829460945,18325197.689159945
Shawn Carson,1,26437671.829460945,26437671.829460945,18325197.689159945
Anthony Borrows,1,3442830.0213588853,3442830.0213588853,2386387.9224520475
Claire Hackett,1,3442830.0213588853,3442830.0213588853,2386387.9224520475
Andra Akers,1,51237716.26453987,51237716.26453987,35515278.56709626
Mark Rendall,1,4498984.958594554,4498984.958594554,3118458.7394314175
Vincent Perez,2,48368595.32171221,24184297.660856105,26569166.60302394
Anne Brochet,1,13572972.737429228,13572972.737429228,9408067.784766072
Michael C. Martin,1,16732678.76282292,16732678.76282292,11598209.10766598
Christopher Borrelli,1,16732678.76282292,16732678.76282292,11598209.10766598
Matt Frewer,1,9350054.798729917,9350054.798729917,6480964.121820629
Steven Rogers,2,429344756.74915004,214672378.37457502,235841712.9199183
Tony Spiridakis,1,4699988.538712556,4699988.538712556,3257783.804272665
Joshua Z Weinstein,1,2439238.209978786,2439238.209978786,1690751.0879608833
Musa Syeed,1,2439238.209978786,2439238.209978786,1690751.0879608833
Alex Lipschultz,1,2439238.209978786,2439238.209978786,1690751.0879608833
Julene Renee,1,55558773.485596314,55558773.485596314,38510407.196909726
Julia Blake,1,5370293.1240418125,5370293.1240418125,3722403.5377100427
Kristine Van Pellicom,1,5370293.1240418125,5370293.1240418125,3722403.5377100427
Charles 'Bud' Tingwell,1,5370293.1240418125,5370293.1240418125,3722403.5377100427
Craig Lucas,1,49294596.17307198,49294596.17307198,34168410.354205914
Craig Spector,1,54473736.48401613,54473736.48401613,37758316.85846121
John Skipp,1,54473736.48401613,54473736.48401613,37758316.85846121
Jamie Renée Smith,1,338167506.0904673,338167506.0904673,234399853.4035955
Arthur A. Ross,1,137270129.50262135,137270129.50262135,95148403.23984055
Thomas O. Murton,1,137270129.50262135,137270129.50262135,95148403.23984055
Martin Hynes,1,24181435.266614784,24181435.266614784,16761293.676946865
Boris Khaimsky,1,14721662.733296275,14721662.733296275,10204279.016738731
Svetlana Proskurina,1,14721662.733296275,14721662.733296275,10204279.016738731
Anatoli Nikiforov,1,14721662.733296275,14721662.733296275,10204279.016738731
Dick Haynes,1,1530401.469476584,1530401.469476584,1060793.4636924914
Matthew Tobin,1,1530401.469476584,1530401.469476584,1060793.4636924914
Naomi Ackie,1,62268802.01760435,62268802.01760435,43161444.55534789
Matthias Habich,1,41846509.8269904,41846509.8269904,29005790.30285244
Juliane Köhler,2,43542136.2202317,21771068.11011585,23917962.963203672
George A. Romero,1,13603759.99536343,13603759.99536343,9429407.885800336
Layne Beachley,1,6692825.797695653,6692825.797695653,4639113.331651608
Laird Hamilton,1,6692825.797695653,6692825.797695653,4639113.331651608
Dan Malloy,1,6692825.797695653,6692825.797695653,4639113.331651608
Jeff Dixon,1,39457594.24327478,39457594.24327478,27349920.20140424
Scott Windhauser,1,39457594.24327478,39457594.24327478,27349920.20140424
Anthony Fingleton,1,39457594.24327478,39457594.24327478,27349920.20140424
Lucinda Dickey,1,22322286.695899904,22322286.695899904,15472630.086913794
Shô Kosugi,1,22322286.695899904,22322286.695899904,15472630.086913794
Jordan Bennett,1,22322286.695899904,22322286.695899904,15472630.086913794
Simon Rex,1,2604314.318219729,2604314.318219729,1805173.126965901
Bree Elrod,1,2604314.318219729,2604314.318219729,1805173.126965901
Suzanna Son,1,2604314.318219729,2604314.318219729,1805173.126965901
Tadamichi Kuribayashi,1,103793997.60940477,103793997.60940477,71944516.80200462
Iris Yamashita,1,103793997.60940477,103793997.60940477,71944516.80200462
Faizon Love,1,94344.0,94344.0,65394.277602747476
Paul Wernick,1,146370231.19295773,146370231.19295773,101456113.069306
Rhett Reese,1,146370231.19295773,146370231.19295773,101456113.069306
Mathilde Seigner,1,27385175.414889667,27385175.414889667,18981957.127970304
Laurent Lucas,1,27385175.414889667,27385175.414889667,18981957.127970304
Cary Bates,1,17919585.430092655,17919585.430092655,12420910.117671799
Trevor Howard,1,22864269.723937824,22864269.723937824,15848304.094709622
Adam Trese,1,730333.1060892389,730333.1060892389,506228.3333553433
Bruce Graham,1,265412239.52832398,265412239.52832398,183969745.51515862
Susan Gauthier,1,265412239.52832398,265412239.52832398,183969745.51515862
Ray Bradbury,1,18200156.254121862,18200156.254121862,12615386.993295023
Lee Horsley,1,123470381.39222798,123470381.39222798,85583146.74468395
Kathleen Beller,1,123470381.39222798,123470381.39222798,85583146.74468395
June Squibb,1,36208512.57590028,36208512.57590028,25097828.4042546
M. Emmet Walsh,1,662051.0230726644,662051.0230726644,458898.8000296446
John Patus,1,35274023.90423087,35274023.90423087,24450090.216221742
Tim LaHaye,1,35274023.90423087,35274023.90423087,24450090.216221742
Maria Bakalova,1,14503078.055526132,14503078.055526132,10052767.663628751
Myha'la,1,14503078.055526132,14503078.055526132,10052767.663628751
William Argent,1,26279254.28174443,26279254.28174443,18215391.012609024
John Ashby,1,26279254.28174443,26279254.28174443,18215391.012609024
Thomas Adlam,1,26279254.28174443,26279254.28174443,18215391.012609024
Max D. Adams,1,27557002.080872275,27557002.080872275,19101058.297041163
Muriel Robin,1,273057.8560981595,273057.8560981595,189269.28308418253
John A. Davis,1,177199501.43575382,177199501.43575382,122825334.81682074
Thomas Rickman,1,71562520.51695703,71562520.51695703,49603359.330092005
Cathy Cash Spellman,1,71562520.51695703,71562520.51695703,49603359.330092005
Mickey Sumner,1,11927130.95319564,11927130.95319564,8267257.192376811
Grégoire Colin,1,1570483.8636572203,1570483.8636572203,1088576.4622088918
Joaquín Cosio,1,12639032.566295752,12639032.566295752,8760709.78833323
Jesús Ochoa,1,12639032.566295752,12639032.566295752,8760709.78833323
Miguel Rodarte,1,12639032.566295752,12639032.566295752,8760709.78833323
Nipsey Russell,1,98372232.2115644,98372232.2115644,68186435.4028341
Diana Ross,1,98372232.2115644,98372232.2115644,68186435.4028341
Raquel Castro,1,57251265.29667549,57251265.29667549,39683553.12388005
Atsuko Tanaka,1,1927412.0946981627,1927412.0946981627,1335980.2592171698
Iemasa Kayumi,1,1927412.0946981627,1927412.0946981627,1335980.2592171698
Akio Ôtsuka,1,1927412.0946981627,1927412.0946981627,1335980.2592171698
André 3000,2,163229479.86276078,81614739.93138039,89662956.22506638
Tyrese Gibson,3,1698683967.3556342,566227989.1185447,784958668.4232932
John Wood,1,243417944.48026106,243417944.48026106,168724461.91419026
Arend Remmers,1,3269468.0,3269468.0,2266222.526130963
Tyler Burton Smith,1,3269468.0,3269468.0,2266222.526130963
Moritz Mohr,1,3269468.0,3269468.0,2266222.526130963
Frances Goodrich,1,153138960.57161418,153138960.57161418,106147838.75409499
Albert Hackett,1,153138960.57161418,153138960.57161418,106147838.75409499
Nicholas Rowe,1,55898587.19005576,55898587.19005576,38745948.108071424
Sophie Ward,1,55898587.19005576,55898587.19005576,38745948.108071424
Alan Cox,1,55898587.19005576,55898587.19005576,38745948.108071424
Steven Bauer,2,87550060.26850894,43775030.13425447,48091786.04230878
Grateful Dead,1,2122570.691891304,2122570.691891304,1471253.8906236298
The Band,1,2122570.691891304,2122570.691891304,1471253.8906236298
Julie Bowen,2,122202186.97849998,61101093.48924999,67126412.15834907
King Ampaw,1,34069.76059859155,34069.76059859155,23615.358501266048
José Lewgoy,1,34069.76059859155,34069.76059859155,23615.358501266048
George LaVoo,1,13173475.08938299,13173475.08938299,9131157.116382493
Josefina Lopez,1,13173475.08938299,13173475.08938299,9131157.116382493
Piero De Bernardi,1,16059543.257478343,16059543.257478343,11131627.130001593
Harry Grey,1,16059543.257478343,16059543.257478343,11131627.130001593
Leonardo Benvenuti,1,16059543.257478343,16059543.257478343,11131627.130001593
Gabriel Damon,1,218537312.4144717,218537312.4144717,151478521.94723898
Lex Scott Davis,1,25216008.637234323,25216008.637234323,17478405.2918742
Trevor Jackson,1,25216008.637234323,25216008.637234323,17478405.2918742
Jason Mitchell,1,25216008.637234323,25216008.637234323,17478405.2918742
S. Leigh Savidge,1,259215942.43316725,259215942.43316725,179674799.65373898
Jonathan Herman,1,259215942.43316725,259215942.43316725,179674799.65373898
John Binder,1,523200.9376655053,523200.9376655053,362655.2548091647
Moritz Bleibtreu,1,14320827.628969325,14320827.628969325,9926441.294305054
Herbert Knaup,1,14320827.628969325,14320827.628969325,9926441.294305054
Jonathan Abrahams,1,8449214.821823463,8449214.821823463,5856549.431692233
