Company,TotalBudget,TotalGrossWorldWide,Count,AverageGrossPerFilm,AverageBudgetPerFilm,Production-Weight
98 MPH Productions,37262056.69816565,136673052.31225124,1,136673052.31225124,37262056.69816565,347475689.9441456
Infinite Detective,202612641.15592375,421058412.5916442,1,421058412.5916442,202612641.15592375,606517897.551293
Cinema 77 Films,24035958.737864077,117957391.96601942,1,117957391.96601942,24035958.737864077,401249343.4089246
Madeline Films,30375277.25856698,56019836.56748466,1,56019836.56748466,30375277.25856698,71612508.24075511
PlayStation Productions,60000000.0,122076738.0,1,122076738.0,60000000.0,172163087.58199564
West End Films,30375277.25856698,3158305.0,1,3158305.0,30375277.25856698,227621.53408234354
INLC,30375277.25856698,100154.44122112212,1,100154.44122112212,30375277.25856698,228.89991682444824
Saint Aire Production,5589426.569321642,48570651.06028726,1,48570651.06028726,5589426.569321642,292554010.44463694
Gilbert Films,5589426.569321642,48570651.06028726,1,48570651.06028726,5589426.569321642,292554010.44463694
The Province of Ontario,196576455.45524415,755574537.9522593,1,755574537.9522593,196576455.45524415,2013022317.052725
Productivity Media,60750554.51713396,1043166.0537264646,2,521583.0268632323,30375277.25856698,9839.456327638849
Jurassic Party Productions,35000000.0,88314672.0,1,88314672.0,35000000.0,154462527.6090757
Strongman,30375277.25856698,2361359.700269256,1,2361359.700269256,30375277.25856698,127241.71223828205
Boxspring Entertainment,30375277.25856698,2361359.700269256,1,2361359.700269256,30375277.25856698,127241.71223828205
Opposite Field Pictures,30375277.25856698,2361359.700269256,1,2361359.700269256,30375277.25856698,127241.71223828205
Fjellape Film AS,30375277.25856698,789912.1101746956,1,789912.1101746956,30375277.25856698,14238.451308163701
Two Brothers Ltd.,30375277.25856698,789912.1101746956,1,789912.1101746956,30375277.25856698,14238.451308163701
Lone Wolf,204809428.0402149,181927914.41768956,2,90963957.20884478,102404714.02010745,88769381.49709463
WMG Pictures,30375277.25856698,12232731.594845816,1,12232731.594845816,30375277.25856698,3414696.4555866537
Sandy Howard Productions,17366435.233160622,41848634.6866943,1,41848634.6866943,17366435.233160622,69900030.84971504
AVCO Embassy Pictures,37478778.46748406,126574582.31938958,2,63287291.15969479,18739389.23374203,234812944.83720303
i am OTHER,8998991.63351152,23123270.247543424,1,23123270.247543424,8998991.63351152,41184151.50202903
Significant Productions,15538868.0913986,24686249.709942065,2,12343124.854971033,7769434.0456993,21542956.888228353
Storm Entertainment,28040061.34969325,3379769.5386993866,1,3379769.5386993866,28040061.34969325,282371.38003798685
Hollywood Films,10707399.598393574,16217381.542871486,1,16217381.542871486,10707399.598393574,17025619.334377307
Albert Band International Productions Inc.,10707399.598393574,16217381.542871486,1,16217381.542871486,10707399.598393574,17025619.334377307
Eye Steel Film,1369582.819720673,1512489.7518206632,1,1512489.7518206632,1369582.819720673,1157769.3359915079
Famous Films Productions,19822620.817843866,35006368.90271375,1,35006368.90271375,19822620.817843866,42850758.897861555
Sublime Film & Television Media,29795976.640577022,225730004.57159397,1,225730004.57159397,29795976.640577022,1185349488.6043289
Grosvenor Park Media,134446291.96992147,231495903.4480337,3,77165301.14934456,44815430.65664049,184192521.5886259
Sheinberg Productions,178815460.31152648,86614901.8665919,3,28871633.955530632,59605153.43717549,19387167.9382418
Tovo Films,14034601.757369611,42382991.7183631,1,42382991.7183631,14034601.757369611,88717355.1200729
Les Films Pelléas,49995464.60152218,78804983.35565828,3,26268327.785219427,16665154.86717406,57399876.3305029
Asher-Grodin Productions,30375277.25856698,1054671.0360223048,1,1054671.0360223048,30375277.25856698,25382.78370047152
Alive Enterprises,22102735.751295336,4654990.868373057,1,4654990.868373057,22102735.751295336,679543.2395826046
Mrs. Brisby Ltd.,22102735.751295336,46307545.87115026,1,46307545.87115026,22102735.751295336,67248555.59347275
Aurora,52478013.00986232,47625893.13418252,2,23812946.56709126,26239006.50493116,23742330.17873932
Clear Blue Sky Productions,4746137.07165109,1729061.3996635515,1,1729061.3996635515,4746137.07165109,436622.40280119586
A Road Picture,30375277.25856698,6664410.101924604,1,6664410.101924604,30375277.25856698,1013511.4007094329
Winsome Entertainment,30375277.25856698,6664410.101924604,1,6664410.101924604,30375277.25856698,1013511.4007094329
Metropolitan Filmexport,41938867.12546321,164981299.5453044,1,164981299.5453044,41938867.12546321,449860857.2674195
New Amsterdam Entertainment,41938867.12546321,164981299.5453044,1,164981299.5453044,41938867.12546321,449860857.2674195
Bufo,30375277.25856698,6627892.0,1,6627892.0,30375277.25856698,1002434.6186745673
Bella Productions,30375277.25856698,35617490.70873917,1,35617490.70873917,30375277.25856698,28948885.574414335
Zupnik-Curtis Enterprises,30375277.25856698,35617490.70873917,1,35617490.70873917,30375277.25856698,28948885.574414335
Chevy Chase Films,30375277.25856698,35617490.70873917,1,35617490.70873917,30375277.25856698,28948885.574414335
Classico,57981351.70603675,337570346.69434386,1,337570346.69434386,57981351.70603675,1362277879.9627678
Telling Pictures,30375277.25856698,5068482.745295454,1,5068482.745295454,30375277.25856698,586220.7071278503
PCH Films,30375277.25856698,5068482.745295454,1,5068482.745295454,30375277.25856698,586220.7071278503
Chemical Films,1999356.9553805774,1024786.402335958,1,1024786.402335958,1999356.9553805774,364084.19930857763
High School Sweethearts,30375277.25856698,21807322.80224299,1,21807322.80224299,30375277.25856698,10852003.240939453
Wigram Productions,96417767.50190915,141470716.45712334,1,141470716.45712334,96417767.50190915,143880353.28879485
Prakash Jha Productions,60750554.51713396,42765763.974216744,2,21382881.987108372,30375277.25856698,16536998.2313571
Brass Hat Films Slate 1 Shopgirl,15913775.729646696,18215283.70210957,1,18215283.70210957,15913775.729646696,14451872.027861267
Four in a Billion Pictures,30375277.25856698,2188940.0093859825,1,2188940.0093859825,30375277.25856698,109338.45403235054
Cinemarque Entertainment,38102293.3194292,34148161.76943365,2,17074080.884716824,19051146.6597146,16811172.371698182
Agat Films & Cie,30375277.25856698,906918.2517406963,1,906918.2517406963,30375277.25856698,18769.015571238717
Tabo Tabo Films,30375277.25856698,906918.2517406963,1,906918.2517406963,30375277.25856698,18769.015571238717
Blue Lion Entertainment,164604921.96878752,110266847.33627851,1,110266847.33627851,164604921.96878752,51200306.32488499
Bullet Films,61975631.4124002,210176011.3438396,1,210176011.3438396,61975631.4124002,494049873.8071486
Assassin Films,30375277.25856698,7640993.3987755105,1,7640993.3987755105,30375277.25856698,1332308.6858891875
Mattel,5663605.94795539,21694037.635817844,1,21694037.635817844,5663605.94795539,57598770.1386331
ID+,44434412.32964039,31828066.128162928,1,31828066.128162928,44434412.32964039,15802526.369905762
Jesse Race Productions Quebec,44434412.32964039,31828066.128162928,1,31828066.128162928,44434412.32964039,15802526.369905762
Forecast Pictures,44434412.32964039,31828066.128162928,1,31828066.128162928,44434412.32964039,15802526.369905762
Camp Entertainment,30375277.25856698,24690382.610305566,1,24690382.610305566,30375277.25856698,13911080.064729378
HYBE,60750554.51713396,39171535.94394399,2,19585767.971971996,30375277.25856698,13874118.906019926
BG Production,30375277.25856698,1790315.5383811344,1,1790315.5383811344,30375277.25856698,73141.5858161043
Karavan,30375277.25856698,1790315.5383811344,1,1790315.5383811344,30375277.25856698,73141.5858161043
Channel Productions,49437481.30091539,92883053.13611254,2,46441526.56805627,24718740.650457695,95858600.78058998
Silent Hill DCP Inc.,75570932.53968255,152056477.4046131,1,152056477.4046131,75570932.53968255,212070631.7461159
Last of the Dogmen,49983923.884514436,14044261.00444882,1,14044261.00444882,49983923.884514436,2735223.999993551
Chargeurs,139954986.87664044,54758670.203293964,2,27379335.101646982,69977493.43832022,11768791.392017115
Asmik Ace Entertainment,30375277.25856698,13275818.116315218,1,13275818.116315218,30375277.25856698,4021867.8623699024
Smokescreen Inc.,30375277.25856698,13275818.116315218,1,13275818.116315218,30375277.25856698,4021867.8623699024
Exception Wild Bunch,30375277.25856698,22199321.151170637,1,22199321.151170637,30375277.25856698,11245650.922205029
Alpha Films,30375277.25856698,4170860.543976378,1,4170860.543976378,30375277.25856698,396968.9590708421
Ministère des Affaires étrangères et du Développement International,30375277.25856698,4170860.543976378,1,4170860.543976378,30375277.25856698,396968.9590708421
Elrina Investment,30375277.25856698,15459802.981354838,1,15459802.981354838,30375277.25856698,5453974.716094664
Film Rites,83925060.72888441,184973339.0885943,2,92486669.54429714,41962530.36444221,223944842.76980218
Pioneer Stillking Films,83727008.8050114,183923525.52922857,1,183923525.52922857,83727008.8050114,280049274.0153794
Sandollar,66602995.49933005,90346837.30065326,2,45173418.65032663,33301497.749665026,67320386.86465654
Film Holiday Productions,30375277.25856698,354287.19168431184,1,354287.19168431184,30375277.25856698,2864.28424378826
Hyde Park International,52878008.11401556,19328073.00979647,2,9664036.504898235,26439004.05700778,3880757.3138667
Wy Productions,11612897.816316945,27062857.425909027,1,27062857.425909027,11612897.816316945,43715168.38335669
Cinéfrance 1888,11612897.816316945,27062857.425909027,1,27062857.425909027,11612897.816316945,43715168.38335669
Gold Pine Productions,30375277.25856698,53345514.77674612,1,53345514.77674612,30375277.25856698,64938317.32057292
New Front Films,30375277.25856698,2015847.8134683098,1,2015847.8134683098,30375277.25856698,92730.09274233023
A.B. Films,30375277.25856698,2015847.8134683098,1,2015847.8134683098,30375277.25856698,92730.09274233023
Tippett Studio,30375277.25856698,365505.21269513224,1,365505.21269513224,30375277.25856698,3048.5432475873954
Veto Chip Productions,30375277.25856698,660843.7537888199,1,660843.7537888199,30375277.25856698,9965.58480371203
Abandon Pictures,30375277.25856698,660843.7537888199,1,660843.7537888199,30375277.25856698,9965.58480371203
Paddy Wagon Productions,30375277.25856698,660843.7537888199,1,660843.7537888199,30375277.25856698,9965.58480371203
Bushwood Pictures,45723589.43577431,154665034.282473,1,154665034.282473,45723589.43577431,362634758.5972428
Concert Productions International,30375277.25856698,22322826.883053187,1,22322826.883053187,30375277.25856698,11371129.166452067
Flies Collective,16867.291582093956,118454.49083662397,1,118454.49083662397,16867.291582093956,576611.3265134679
Dweck Productions,16867.291582093956,118454.49083662397,1,118454.49083662397,16867.291582093956,576611.3265134679
Metalwork Pictures,30375277.25856698,9249522.879449796,1,9249522.879449796,30375277.25856698,1952287.9434652384
Magnolia Mae Films,30375277.25856698,9249522.879449796,1,9249522.879449796,30375277.25856698,1952287.9434652384
Scanbox Entertainment,30375277.25856698,4346019.137904489,1,4346019.137904489,30375277.25856698,431011.12408449827
Shah/Jensen,30375277.25856698,4346019.137904489,1,4346019.137904489,30375277.25856698,431011.12408449827
19 Entertainment,19871869.56521739,8162176.673184783,1,8162176.673184783,19871869.56521739,2323799.8275937187
Gemini Films,30375277.25856698,6740405.046204341,1,6740405.046204341,30375277.25856698,1036757.534908625
Peerford,30375277.25856698,18330477.675843373,1,18330477.675843373,30375277.25856698,7667482.177157505
Floren Shieh Productions,30375277.25856698,662231.8140515203,1,662231.8140515203,30375277.25856698,10007.492923969747
iDeal Partners Film Fund,30375277.25856698,662231.8140515203,1,662231.8140515203,30375277.25856698,10007.492923969747
Yuca Film,30375277.25856698,59647.318091042594,1,59647.318091042594,30375277.25856698,81.18710454260602
D.A. Films,30375277.25856698,1842671.111515571,1,1842671.111515571,30375277.25856698,77482.00755937888
Production Marcel Dassault,60750554.51713396,12129307.005268997,2,6064653.502634498,30375277.25856698,1330258.9444795006
Gaumont International,30375277.25856698,373695.44804619823,1,373695.44804619823,30375277.25856698,3186.697398588775
Franklin Entertainment,16685746.918723132,60121556.504676186,1,60121556.504676186,16685746.918723132,150155152.77625132
Pandemonium,85216629.29937492,263972859.73518783,1,263972859.73518783,85216629.29937492,566786717.139799
HAL Films,52741883.6956082,36557261.20673716,2,18278630.60336858,26370941.8478041,13918938.754682437
Moonrise,21234143.749401115,90597565.86997919,1,90597565.86997919,21234143.749401115,267931494.66038448
Eighty Two Films,17991777.687566888,64669778.40955087,1,64669778.40955087,17991777.687566888,161121735.27100646
Isle of Man Film Commission,13247913.043478262,10906909.105336957,1,10906909.105336957,13247913.043478262,6224169.0540754935
Blackbird Productions,8340383.211678833,1228435.5823540147,1,1228435.5823540147,8340383.211678833,125413.48340931613
Société Française de Production Cinématographique (S.F.P.C.),30375277.25856698,11755611.557222798,1,11755611.557222798,30375277.25856698,3153520.5440812265
A Don Boyd Production,30375277.25856698,2759159.7593133803,1,2759159.7593133803,30375277.25856698,173723.63390542517
Les Productions Bagheera,30375277.25856698,3227536.3069570553,1,3227536.3069570553,30375277.25856698,237710.0169873833
Convy-Fimberg Productions,30375277.25856698,977556.8553467154,1,977556.8553467154,30375277.25856698,21806.66548762817
Hollywood Air Force Base Associates Ltd.,30375277.25856698,977556.8553467154,1,977556.8553467154,30375277.25856698,21806.66548762817
Two Flints,30375277.25856698,9580727.590949172,1,9580727.590949172,30375277.25856698,2094605.2819335274
Jeff Rice Films,30375277.25856698,9580727.590949172,1,9580727.590949172,30375277.25856698,2094605.2819335274
Boxing Cat Films,256700049.37156448,610785513.4998174,4,152696378.37495434,64175012.34289112,584743953.8026922
Greenwich Film Productions,32565734.200743493,11816748.507825278,1,11816748.507825278,32565734.200743493,2972080.5289410213
Herald Ace,32565734.200743493,11816748.507825278,1,11816748.507825278,32565734.200743493,2972080.5289410213
World Media Fonds V (WMF V),8468649.2495831,64828328.07707615,1,64828328.07707615,8468649.2495831,343986150.76732993
In-Motion AG Movie & TV Productions,8468649.2495831,64828328.07707615,1,64828328.07707615,8468649.2495831,343986150.76732993
Inosan productions,1420277.154989582,1891313.493719032,1,1891313.493719032,1420277.154989582,1745739.3515905791
Twenty Twenty Vision Filmproduktion GmbH,1420277.154989582,1891313.493719032,1,1891313.493719032,1420277.154989582,1745739.3515905791
JoBro Productions & Film Finance,30375277.25856698,433122.3123437567,1,433122.3123437567,30375277.25856698,4280.813665465887
Woods Entertainment,30375277.25856698,433122.3123437567,1,433122.3123437567,30375277.25856698,4280.813665465887
Arena Films,30375277.25856698,5201787.684376435,1,5201787.684376435,30375277.25856698,617462.3116379379
Central Films,30375277.25856698,5201787.684376435,1,5201787.684376435,30375277.25856698,617462.3116379379
Dakota Films,30375277.25856698,5911538.180603494,1,5911538.180603494,30375277.25856698,797455.0416211687
Spice Factory,30375277.25856698,5911538.180603494,1,5911538.180603494,30375277.25856698,797455.0416211687
Crow Productions,30375277.25856698,1847725.2912256974,1,1847725.2912256974,30375277.25856698,77907.63430310684
Sony New Technologies,30375277.25856698,32020979.229514435,1,32020979.229514435,30375277.25856698,23397767.87284848
The Seventh Art Pictures,94185177.60064295,543238393.5397569,1,543238393.5397569,94185177.60064295,2171819921.6699734
Martin Pope Productions,30375277.25856698,937261.0937533086,1,937261.0937533086,30375277.25856698,20045.93830730464
Fogwood,38635080.304311074,54199008.62412511,1,54199008.62412511,38635080.304311074,52701906.6346293
SC Entertainment,30375277.25856698,26907396.680306047,1,26907396.680306047,30375277.25856698,16521465.69512861
IRE Productions,30375277.25856698,5456609.731067358,1,5456609.731067358,30375277.25856698,679439.8209714082
Global Venture Hollywood,14116628.652886668,62982535.39060584,1,62982535.39060584,14116628.652886668,194775689.01402506
Carolina Productions,30375277.25856698,195554.80615149197,1,195554.80615149197,30375277.25856698,872.6542305231285
Sarlui / Diamant,30375277.25856698,195554.80615149197,1,195554.80615149197,30375277.25856698,872.6542305231285
Hobby Films,118881332.53301321,296981837.12058824,1,296981837.12058824,118881332.53301321,514246773.51927054
Olive Productions,30375277.25856698,2743510.8065167437,1,2743510.8065167437,30375277.25856698,171758.62734774622
Rosto,30375277.25856698,2743510.8065167437,1,2743510.8065167437,30375277.25856698,171758.62734774622
Freestone Pictures,12651986.159169551,6923527.407903114,1,6923527.407903114,12651986.159169551,2626162.4326379793
DVV Entertainment,30375277.25856698,3975524.6186446412,1,3975524.6186446412,30375277.25856698,360656.7831111726
e2 Films,30375277.25856698,19445827.432879627,1,19445827.432879627,30375277.25856698,8628952.236668315
Filmax Entertainment,30375277.25856698,19445827.432879627,1,19445827.432879627,30375277.25856698,8628952.236668315
Elixir Films,30375277.25856698,19445827.432879627,1,19445827.432879627,30375277.25856698,8628952.236668315
Boom! Studios,30375277.25856698,5647570.470675513,1,5647570.470675513,30375277.25856698,727827.6123301435
Out of Africa Entertainment,30375277.25856698,5647570.470675513,1,5647570.470675513,30375277.25856698,727827.6123301435
57th & Irving Productions,30375277.25856698,1599585.3728930857,1,1599585.3728930857,30375277.25856698,58387.52397045668
Blacklist,30375277.25856698,1599585.3728930857,1,1599585.3728930857,30375277.25856698,58387.52397045668
Compass Cinema,30375277.25856698,3402482.8769990206,1,3402482.8769990206,30375277.25856698,264178.2791477761
Team Downey,64354808.73208975,108655871.36040145,1,108655871.36040145,64354808.73208975,127160098.32819253
Big Kid Pictures,64354808.73208975,108655871.36040145,1,108655871.36040145,64354808.73208975,127160098.32819253
Les Films Gibé,30375277.25856698,619206.9733252428,1,619206.9733252428,30375277.25856698,8749.37211096286
Les Films Paul Grimault,30375277.25856698,619206.9733252428,1,619206.9733252428,30375277.25856698,8749.37211096286
France 2 (FR2),30375277.25856698,619206.9733252428,1,619206.9733252428,30375277.25856698,8749.37211096286
Allarts Production,30375277.25856698,1230728.2101098902,1,1230728.2101098902,30375277.25856698,34564.43968530213
Next Generation Pictures,4348630.362044935,3190476.0298836576,1,3190476.0298836576,4348630.362044935,1622497.138343109
Three's Company Production,5868897.897787724,19118541.354826283,1,19118541.354826283,5868897.897787724,43169638.96096645
Fish Films,30375277.25856698,1686485.3832578994,1,1686485.3832578994,30375277.25856698,64903.83715480477
Oceanic Preservation Society,30375277.25856698,1686485.3832578994,1,1686485.3832578994,30375277.25856698,64903.83715480477
Screenland Pictures,159251916.37630662,26237781.282590013,1,26237781.282590013,159251916.37630662,2996367.0236904453
Hammerhead Productions,159251916.37630662,26237781.282590013,1,26237781.282590013,159251916.37630662,2996367.0236904453
Bandai Films,29504595.070422538,68159332.19165494,1,68159332.19165494,29504595.070422538,109140629.84617804
Phoenician Films,112160.24539877301,1012500.4446134969,1,1012500.4446134969,112160.24539877301,6335442.525686247
Internationale Filmproduktion Blackbird Erste,84913447.5599504,88880575.52546877,1,88880575.52546877,84913447.5599504,64485593.80216268
Ethea Entertainment,30375277.25856698,24461739.015057016,1,24461739.015057016,30375277.25856698,13654627.811380668
Hope Pictures,30375277.25856698,6754219.91971274,1,6754219.91971274,30375277.25856698,1041011.6863149373
Percy Main,36913237.88546256,101729986.48245229,1,101729986.48245229,36913237.88546256,194330645.4497204
Informant Media,9941940.084927075,67329042.40915087,1,67329042.40915087,9941940.084927075,316052474.5288103
Poetic License Production,30375277.25856698,1187275.5138408102,1,1187275.5138408102,30375277.25856698,32166.82767444183
Pola Pandora Filmproduktions,30375277.25856698,1187275.5138408102,1,1187275.5138408102,30375277.25856698,32166.82767444183
Irish DreamTime,158712801.56765294,326838281.009607,3,108946093.669869,52904267.18921765,311019829.9315367
Interscope Films,69442923.84658143,411364769.4094274,1,411364769.4094274,69442923.84658143,1689085571.052337
Baumgarten Merims Productions,72863521.73913044,24021046.378891304,2,12010523.189445652,36431760.86956522,4349988.833067309
Astralwerks,23776266.50660264,42261024.3102641,1,42261024.3102641,23776266.50660264,52066914.16735724
Front Films,7727016.060862215,885479.9811665259,1,885479.9811665259,7727016.060862215,70334.94309320324
Hellraiser IV Partners,7768056.086679414,18132363.530732952,1,18132363.530732952,7768056.086679414,29337421.70013482
Alpha Dog LLC,30375277.25856698,48896093.699156746,1,48896093.699156746,30375277.25856698,54557384.242665306
Jose and Friends Inc.,2419550.0264690313,16222310.284499737,1,16222310.284499737,2419550.0264690313,75390437.37624125
Eye On The Ball Films,2419550.0264690313,16222310.284499737,1,16222310.284499737,2419550.0264690313,75390437.37624125
Grupo Voz,30375277.25856698,14152601.335882353,1,14152601.335882353,30375277.25856698,4570647.795002403
Las Producciones del Escorpión,60750554.51713396,14870154.612106651,2,7435077.3060533255,30375277.25856698,1999379.2412995822
Phoenix International,34007357.58101281,114193500.90960135,1,114193500.90960135,34007357.58101281,265787987.2413479
Keep Your Head,20927604.66523865,7786225.185626532,1,7786225.185626532,20927604.66523865,2007982.1971312475
Ontario Arts Council,30375277.25856698,3796420.6213732394,1,3796420.6213732394,30375277.25856698,328892.41496193776
Winnipeg Scene Shop,30375277.25856698,45111744.109940834,1,45111744.109940834,30375277.25856698,46439169.72696518
Engulf & Devour Productions,21947322.929171667,3772022.3788115247,1,3772022.3788115247,21947322.929171667,449357.9489362741
Pennebaker Hegedus Films,30375277.25856698,3148543.7471259176,1,3148543.7471259176,30375277.25856698,226216.70596902655
Plucky,23836781.31246162,86070200.3637217,1,86070200.3637217,23836781.31246162,215418737.77688476
Media Cooperation One,20865463.04347826,47445040.780706525,1,47445040.780706525,20865463.04347826,74778901.7621469
Arad Productions,154330988.64485788,462128979.4981764,2,231064489.7490882,77165494.32242894,760129741.4648708
Modern Man Films,30375277.25856698,3950545.756979457,1,3950545.756979457,30375277.25856698,356138.8918150983
Northbrook Films,25486226.765799254,21758497.966914497,1,21758497.966914497,25486226.765799254,12875904.34801243
Falcon Productions,27412636.678200692,20101675.93280277,1,20101675.93280277,27412636.678200692,10217371.525050493
Renfield Productions,27412636.678200692,20101675.93280277,1,20101675.93280277,27412636.678200692,10217371.525050493
Baa-Ram-Ewe,30375277.25856698,33509645.505717393,1,33509645.505717393,30375277.25856698,25623879.144760896
Sahamongkol Film International,30375277.25856698,33509645.505717393,1,33509645.505717393,30375277.25856698,25623879.144760896
Longstocking Productions,12878360.101437025,9194991.996432798,1,9194991.996432798,12878360.101437025,4550588.946715554
Yanco Films Limited,30375277.25856698,118004912.77515845,1,118004912.77515845,30375277.25856698,317764507.0323994
TAO Film,30375277.25856698,118004912.77515845,1,118004912.77515845,30375277.25856698,317764507.0323994
Carnival Film & Television,30375277.25856698,1491202.0957258567,1,1491202.0957258567,30375277.25856698,50743.243173259056
Pro-ject Filmproduktion,30375277.25856698,10011874.712323943,1,10011874.712323943,30375277.25856698,2287367.9035667693
60/80 Productions,30375277.25856698,15125794.277184393,1,15125794.277184393,30375277.25856698,5220854.487437574
Théo Films,30375277.25856698,36919.090259865254,1,36919.090259865254,30375277.25856698,31.103351756841075
Abilene,30375277.25856698,36919.090259865254,1,36919.090259865254,30375277.25856698,31.103351756841075
Rainforest Productions,1354983.8799332962,1493785.0411339633,1,1493785.0411339633,1354983.8799332962,1141477.9975055514
Square Enix,114062881.56045032,333634902.95255005,1,333634902.95255005,114062881.56045032,676431895.5645612
Curt Productions,30375277.25856698,1810724.856143841,1,1810724.856143841,30375277.25856698,74818.69636580603
Slayride,3123268.8161693937,7306572.135899903,1,7306572.135899903,3123268.8161693937,11847956.435450638
Fourth Vision,16869314.878892735,3603439.590629758,1,3603439.590629758,16869314.878892735,533534.5004516602
Corn Cobb Productions,1954610.1211689233,15161228.768153952,1,15161228.768153952,1954610.1211689233,81514359.33255015
Stone Stanley Productions,1954610.1211689233,15161228.768153952,1,15161228.768153952,1954610.1211689233,81514359.33255015
Anil Kapoor Film Company,30375277.25856698,1770559.10104927,1,1770559.10104927,30375277.25856698,71536.23288213782
Prime Focus World,30375277.25856698,1770559.10104927,1,1770559.10104927,30375277.25856698,71536.23288213782
BPS,30375277.25856698,246528.49074193547,1,246528.49074193547,30375277.25856698,1386.8817847093205
Midwood Productions,30375277.25856698,246528.49074193547,1,246528.49074193547,30375277.25856698,1386.8817847093205
Midnight Films,30375277.25856698,22152899.15254438,1,22152899.15254438,30375277.25856698,11198667.525586208
Grosvenor Park Productions,44086870.96680845,230495450.5181873,1,230495450.5181873,44086870.96680845,835296959.1951734
Motion Picture THETA Produktionsgesellschaft,120977501.32345156,469126988.5380519,1,469126988.5380519,120977501.32345156,1260961095.169525
Big Dog Films,5608012.269938651,18019272.464907974,1,18019272.464907974,5608012.269938651,40132019.09912566
Cacous Films,30375277.25856698,556518.7654882394,1,556518.7654882394,30375277.25856698,7067.484040043977
Alta,30375277.25856698,556518.7654882394,1,556518.7654882394,30375277.25856698,7067.484040043977
Sony Pictures Entertainment,91274659.0184831,24040972.263887826,1,24040972.263887826,91274659.0184831,4389138.614774124
Purple Films,30375277.25856698,8049317.562024648,1,8049317.562024648,30375277.25856698,1478506.8240340394
Amber Entertainment,30375277.25856698,3879805.2521967576,1,3879805.2521967576,30375277.25856698,343498.67290760484
Jethro Films Production,30375277.25856698,436231.207892204,1,436231.207892204,30375277.25856698,4342.488466673508
Anthem Productions,25711404.667175774,2887390.7441238393,1,2887390.7441238393,25711404.667175774,224755.7324140433
Kaltenbach Pictures,30375277.25856698,48330404.46079365,1,48330404.46079365,30375277.25856698,53302314.756286725
Blue Tulip Productions,337627369.58400214,321403441.62501955,2,160701720.81250978,168813684.79200107,168065223.55904797
Outpost Films,30375277.25856698,2007150.5048336205,1,2007150.5048336205,30375277.25856698,91931.65704958462
Virgil Films & Entertainment,30375277.25856698,2007150.5048336205,1,2007150.5048336205,30375277.25856698,91931.65704958462
Dogwood Films,30375277.25856698,1319365.3036533245,1,1319365.3036533245,30375277.25856698,39722.38607365154
Sneak Preview Productions,11117789.978408033,29914828.459295064,1,29914828.459295064,11117789.978408033,55793040.44533101
Katalyst Films,125771181.7375124,293342270.50452113,2,146671135.25226057,62885590.8687562,375822358.50276834
LBI Productions,86673459.38198094,284682913.0440165,2,142341456.52200824,43336729.69099047,513630882.7056196
Massfilm,30375277.25856698,930011.6589788733,1,930011.6589788733,30375277.25856698,19737.03887011376
Cinémax,30375277.25856698,930011.6589788733,1,930011.6589788733,30375277.25856698,19737.03887011376
Bounty Productions Ltd.,73316169.39364773,25260241.562309913,1,25260241.562309913,73316169.39364773,6032546.716836547
BlackWhite,11583865.571776155,28102415.40295519,1,28102415.40295519,11583865.571776155,47256249.44504584
Treehouse Films (II),11583865.571776155,28102415.40295519,1,28102415.40295519,11583865.571776155,47256249.44504584
Société Générale de Gestion Cinématographique (SGGC),30375277.25856698,7754323.197674063,1,7754323.197674063,30375277.25856698,1372122.88213419
Cinétudes Films,30375277.25856698,11564186.918668708,1,11564186.918668708,30375277.25856698,3051654.875713981
Bioskop Film,30375277.25856698,11564186.918668708,1,11564186.918668708,30375277.25856698,3051654.875713981
Unique Features,78478517.49464494,124776360.38516122,1,124776360.38516122,78478517.49464494,137511588.0902866
BMI (No. 9) Ltd.,70795074.34944238,31540057.995371748,1,31540057.995371748,70795074.34944238,9739740.68045462
DCM Productions,14598473.827713268,78991410.23369949,1,78991410.23369949,14598473.827713268,296263220.96664333
Headline Pictures,14598473.827713268,78991410.23369949,1,78991410.23369949,14598473.827713268,296263220.96664333
Hotweather Films,30592570.2811245,7631255.4714859435,1,7631255.4714859435,30592570.2811245,1319475.9536140496
Road Movies Filmproduktion,60750554.51713396,12960784.987037422,2,6480392.493518711,30375277.25856698,1518891.7471042636
Liam Films,30375277.25856698,3442830.0213588853,1,3442830.0213588853,30375277.25856698,270480.75683684385
Robert Stigwood Organization (RSO),121506932.51533741,146473307.7666871,2,73236653.88334355,60753466.257668704,96990763.54542959
Merv Griffin Entertainment,30375277.25856698,4498984.958594554,1,4498984.958594554,30375277.25856698,461885.4617612657
George Hamilton Productions,30375277.25856698,4498984.958594554,1,4498984.958594554,30375277.25856698,461885.4617612657
Herrick Entertainment,30375277.25856698,4498984.958594554,1,4498984.958594554,30375277.25856698,461885.4617612657
JRS Productions,107265830.5830583,135365415.50248626,1,135365415.50248626,107265830.5830583,118407579.25789051
Palace Production,30375277.25856698,16108571.652992701,1,16108571.652992701,30375277.25856698,5921330.156114057
Marzano Films,160007261.43421796,1528146979.4672163,1,1528146979.4672163,160007261.43421796,10116167776.900894
Where's Eve?,30375277.25856698,2439238.209978786,1,2439238.209978786,30375277.25856698,135773.0703891509
Sparks Next,30375277.25856698,2439238.209978786,1,2439238.209978786,30375277.25856698,135773.0703891509
