Director,Count,TotalGrossWorldWide,AverageGrossPerFilm,Director_weight
Andrey Zvyagintsev,3,24645018.11661129,8215006.038870431,11388416.548251927
Manny Coto,2,31594770.00131929,15797385.000659645,17355201.290545963
William Brent Bell,4,197640506.7323247,49410126.68308117,79522531.1419226
Thomas Riedelsheimer,1,3889284.4601242235,3889284.4601242235,2695846.5579307145
Gillies MacKinnon,4,20381967.908030257,5095491.977007564,8200877.970299761
Anand Tucker,5,80402562.25783308,16080512.451566616,28812410.455134127
Pierre De Moro,1,32879934.977616582,32879934.977616582,22790634.226729263
Peyton Reed,7,2751452254.2035294,393064607.74336135,817354873.9056352
Jean-Claude Lauzon,1,1328489.8610548822,1328489.8610548822,920839.0015926651
Julie Cohen,1,17564824.648392916,17564824.648392916,12175008.682063382
Keith Scholey,1,43119277.7378013,43119277.7378013,29888005.791738186
Robert Redford,8,919758545.9639419,114969818.24549274,252614510.30087477
Sam Raimi,14,6139432382.528795,438530884.4663425,1187563649.868609
Tia Brelis,1,656122.91731444,656122.91731444,454789.7502372702
Luke Greenfield,4,461672433.00281245,115418108.25070311,185758279.20010462
David Slade,2,121927181.28053871,60963590.640269354,66975349.83873207
Chris Buck,4,4516076185.674216,1129019046.418554,1817086057.1662161
Mark Joffe,2,6841212.587933769,3420606.2939668847,3757920.1092475005
Greg Marcks,1,3105836.5175424283,3105836.5175424283,2152801.8254146534
Osgood Perkins,1,26259247.8164143,26259247.8164143,18201523.58757247
Marc Rocco,3,49243904.44732656,16414634.815775521,22755515.684951838
David Mamet,8,81283206.21498851,10160400.776873564,22324682.302532613
Ferdinand Fairfax,2,21089203.6867127,10544601.84335635,11584429.16422369
Martin Scorsese,22,3757249353.0790086,170784061.5035913,535492437.01739866
Chuck Barris,1,24485320.23106796,24485320.23106796,16971930.683272146
Saul Dibb,1,61340602.739246555,61340602.739246555,42518065.84255641
Susanna White,2,143903307.33959,71951653.669795,79046970.9116287
Fabián Bielinsky,1,21965949.485342626,21965949.485342626,15225635.954087421
Karen Moncrieff,1,807148.6537076153,807148.6537076153,559472.8136101892
Armando Iannucci,2,41697230.00249226,20848615.00124613,22904544.642079294
James Algar,1,166204461.15330133,166204461.15330133,115204153.64489576
Gareth Evans,2,20842563.16082324,10421281.58041162,11448948.007910827
Peter Weir,10,1248862768.323235,124886276.8323235,299464212.8536172
Gus Van Sant,7,305775332.57939315,43682190.368484735,90834561.28379397
Christopher Landon,3,119016409.50270952,39672136.500903174,54997259.124780655
Julio Quintana,1,3060040.0,3060040.0,2121058.098400655
Shekhar Kapur,4,316369775.82649696,79092443.95662424,127294377.8908604
James Cameron,7,5005493306.716696,715070472.3880994,1486947245.5124378
Hideaki Anno,2,102062690.16602956,51031345.08301478,56063662.815462954
Dirk Shafer,1,419735.0024278215,419735.0024278215,290938.1335151663
Andrei Tarkovsky,2,1474608.41091112,737304.20545556,810011.460600155
Gordon Hessler,1,1924060.4828909554,1924060.4828909554,1333657.0989426726
Jared Stern,1,216101104.24948832,216101104.24948832,149789871.12642366
Benoît Jacquot,2,1212672.4297988985,606336.2148994493,666128.4167530428
Dinesh D'Souza,2,23773211.641181603,11886605.820590802,13058771.225054936
Steven Zaillian,3,135617811.89833698,45205937.29944566,62668735.967360854
Vishal Bhardwaj,3,40343625.64457266,13447875.214857554,18642713.579400964
Charles T. Kanganis,2,28036956.00820632,14018478.00410316,15400872.203731328
Byron Howard,2,1740646982.7148857,870323491.3574429,956148082.7218201
Yorgos Lanthimos,4,265242876.09334397,66310719.02333599,106722985.19692206
François Truffaut,7,11341362.372539353,1620194.624648479,3369100.008100416
Björn Runge,1,24834342.953157634,24834342.953157634,17213854.79903996
Florent-Emilio Siri,1,121168667.89714284,121168667.89714284,83987720.52510892
Tommy O'Haver,3,82288011.58163664,27429337.193878878,38025135.48113037
Ken Russell,6,283973040.42099094,47328840.07016516,92097670.23555017
Anders Thomas Jensen,1,2356013.962126803,2356013.962126803,1633064.4352080594
Alan Mehrez,1,1329019.2377437858,1329019.2377437858,921205.9375520328
Kyle Newman,1,1365174.6622074512,1365174.6622074512,946266.9680809705
Mitsuo Yanagimachi,1,135557.98816129033,135557.98816129033,93961.63729637684
David Zucker,5,706806627.7694435,141361325.5538887,253285493.6438099
Joan Micklin Silver,3,10415959.90006078,3471986.6333535933,4813195.491701719
Cheryl Dunye,1,29825668.972715724,29825668.972715724,20673578.356752142
Jyll Johnstone,1,188894.67981106616,188894.67981106616,130931.81473381413
Michael Pearce,1,2168007.1876713443,2168007.1876713443,1502748.0695680885
Daniel Espinosa,3,315984731.5993619,105328243.86645396,146015950.53872582
Simon Langton,1,4170191.6058394164,4170191.6058394164,2890556.553982342
Jessica Yu,1,672828.4713605082,672828.4713605082,466369.1579239942
Sylvester Stallone,6,1406437612.686751,234406268.78112516,456133537.42337906
Robin B. Armstrong,1,623077.1234123948,623077.1234123948,431884.1513647025
Dexter Fletcher,1,59332665.8661615,59332665.8661615,41126270.06023515
Ferenc Török,1,1542327.6357539163,1542327.6357539163,1069060.0522225134
Atom Egoyan,8,46947076.17508963,5868384.521886203,12894158.700747827
John Schlesinger,9,441853279.6241477,49094808.84712753,113044974.99478805
Mark Brown,1,38524673.05420666,38524673.05420666,26703268.509517044
Cameron Crowe,6,1201550819.703343,200258469.95055714,389684989.1110776
Jeff Daniels,1,3916912.380598532,3916912.380598532,2714996.773112216
Robert Wise,2,352016718.519384,176008359.259692,193364946.39100912
M. Night Shyamalan,8,2115882935.1765227,264485366.89706534,581133748.4920193
Mike Hodges,4,115899536.32348919,28974884.080872297,46633276.94813915
McG,6,1765993392.7341847,294332232.1223641,572744077.6810126
John Guillermin,5,1096841712.0093374,219368342.40186748,393055304.7474083
Patricia Riggen,4,170508667.85166633,42627166.96291658,68605778.60977632
K.S. Adiyaman,1,6685211.756815476,6685211.756815476,4633835.680682846
Penny Marshall,7,1088310768.8348517,155472966.97640738,323296946.13895875
Jon Amiel,6,876879318.3117987,146146553.05196646,284388060.8332723
Jonathan Liebesman,5,1468810860.1447215,293762172.0289443,526351153.43386185
Joshua Oppenheimer,1,963929.2640400011,963929.2640400011,668144.8516285499
