Actor,Count,TotalGrossWorldWide,AverageGrossPerFilm,top_3_count,weight
Sam Brooks,1,725562.9390814633,725562.9390814633,0,150876.57166293106
Eric Olson,1,725562.9390814633,725562.9390814633,0,150876.57166293106
Kevin Wayne,1,725562.9390814633,725562.9390814633,0,150876.57166293106
Britt George,1,725562.9390814633,725562.9390814633,0,150876.57166293106
Brad Davis,3,5160689.257125923,1720229.7523753077,3,2384744.8055485548
Eddie Egan,1,789427.6387764085,789427.6387764085,1,547189.5420739625
William Lanteau,1,789427.6387764085,789427.6387764085,0,164156.86262218875
Ron Karabatsos,2,5673404.148291827,2836702.0741459136,0,934930.7273841047
Jay Acovone,2,76224452.31530553,38112226.157652766,0,12561168.001588652
Anne Haney,4,863539949.9346098,215884987.48365244,0,104236045.07446542
Essie Davis,3,271975109.7338394,90658369.9112798,3,125679186.99632834
Jacquy Phillips,1,14158836.184255881,14158836.184255881,1,9814157.381127099
Barbara West,1,14158836.184255881,14158836.184255881,1,9814157.381127099
Bridget Walters,1,14158836.184255881,14158836.184255881,0,2944247.2143381294
Ben Winspear,1,14158836.184255881,14158836.184255881,0,2944247.2143381294
Daniel Henshall,1,14158836.184255881,14158836.184255881,0,2944247.2143381294
Chloe Hurn,1,14158836.184255881,14158836.184255881,0,2944247.2143381294
Hayley McElhinney,1,14158836.184255881,14158836.184255881,0,2944247.2143381294
Annie Batten,1,14158836.184255881,14158836.184255881,0,2944247.2143381294
Noah Wiseman,1,14158836.184255881,14158836.184255881,0,2944247.2143381294
Linda Hart,2,54352219.93473015,27176109.967365075,2,29856008.368343174
Eileen Brennan,8,523564467.0657681,65445558.383221015,0,43139576.8071317
John Bell,3,479628232.0879147,159876077.36263824,0,66490591.35773783
Joe Simpson,1,23706572.23183696,23706572.23183696,1,16432143.703238478
Brendan Mackey,1,23706572.23183696,23706572.23183696,1,16432143.703238478
Richard Hawking,1,23706572.23183696,23706572.23183696,1,16432143.703238478
Ollie Ryall,1,23706572.23183696,23706572.23183696,0,4929643.110971543
Simon Yates,1,23706572.23183696,23706572.23183696,0,4929643.110971543
Nicholas Aaron,1,23706572.23183696,23706572.23183696,0,4929643.110971543
Christian Vadim,1,53589.79547641963,53589.79547641963,1,37145.615641264376
Mathieu Schiffman,1,53589.79547641963,53589.79547641963,1,37145.615641264376
Virginie Thévenet,1,53589.79547641963,53589.79547641963,0,11143.684692379313
Pascale Ogier,1,53589.79547641963,53589.79547641963,0,11143.684692379313
Lisa Garneri,1,53589.79547641963,53589.79547641963,0,11143.684692379313
Hervé Grandsart,1,53589.79547641963,53589.79547641963,0,11143.684692379313
László Szabó,2,1777509.0711328615,888754.5355664308,0,292918.99631483987
Anne-Séverine Liotard,1,53589.79547641963,53589.79547641963,0,11143.684692379313
Paulo Costanzo,2,384056168.250453,192028084.1252265,2,210964412.9893674
Tom Green,3,268450776.4908561,89483592.1636187,1,66160319.588894196
Anthony Rapp,5,942970227.531135,188594045.506227,0,101374550.06274267
Leleti Khumalo,2,195352459.4408182,97676229.7204091,2,107308306.28161068
Patrick Mofokeng,1,179008459.87260008,179008459.87260008,1,124079209.25707085
Matt Stern,1,179008459.87260008,179008459.87260008,1,124079209.25707085
Marguerite Wheatley,1,179008459.87260008,179008459.87260008,0,37223762.77712125
Adjoa Andoh,1,179008459.87260008,179008459.87260008,0,37223762.77712125
Tony Kgoroge,4,274738133.0137,68684533.253425,0,33163047.54477086
Patrick Lyster,1,179008459.87260008,179008459.87260008,0,37223762.77712125
Julian Lewis Jones,1,179008459.87260008,179008459.87260008,0,37223762.77712125
Matthew Gray Gubler,5,2078250075.2743363,415650015.05486727,5,744744850.359342
Cameron Richardson,2,558115929.9713225,279057964.98566127,1,199274731.22957563
Jesse McCartney,4,1989348416.2065206,497337104.05163014,1,380205765.4974163
Allison Karman,1,552744136.7508464,552744136.7508464,0,114939911.987967
Gordon Hunt,1,8794598.692059673,8794598.692059673,1,6095951.287557345
John Laughlin,3,250492165.2135086,83497388.40450287,0,34725587.6140199
Deanna Oliver,1,8794598.692059673,8794598.692059673,0,1828785.3862672034
Terri Hoyos,1,8794598.692059673,8794598.692059673,0,1828785.3862672034
Dan Gerrity,1,8794598.692059673,8794598.692059673,0,1828785.3862672034
Vince McKewin,1,8794598.692059673,8794598.692059673,0,1828785.3862672034
Patricia Stevens,1,8794598.692059673,8794598.692059673,0,1828785.3862672034
Kathleen Turner,13,755453586.3857316,58111814.337363966,1,54265991.07658481
Chelsea Field,6,327579813.1532221,54596635.525537014,6,106240147.17341635
Noble Willingham,9,1246090813.3798916,138454534.81998795,8,294007531.9835125
Badja Djola,4,264264773.64213306,66066193.410533264,3,87721785.03422083
Kim Coates,6,670550106.5046148,111758351.08410247,1,90613212.34010077
Danielle Harris,4,639323883.0969089,159830970.77422723,1,122188061.37396428
Taylor Negron,6,327613242.3075378,54602207.0512563,0,31875296.658557765
Paul Dawson,2,15668628.360749803,7834314.180374902,2,8606873.831846697
Raphael Barker,1,8647553.043630954,8647553.043630954,1,5994027.010935369
Sook-Yin Lee,1,8647553.043630954,8647553.043630954,1,5994027.010935369
PJ DeBoy,1,8647553.043630954,8647553.043630954,0,1798208.1032806106
Mickey Cottrell,4,45433597.06710553,11358399.266776383,2,11882414.962933837
Lindsay Beamish,1,8647553.043630954,8647553.043630954,0,1798208.1032806106
Adam Hardman,1,8647553.043630954,8647553.043630954,0,1798208.1032806106
Jeff Whitty,1,8647553.043630954,8647553.043630954,0,1798208.1032806106
David Pittu,3,27611849.762545984,9203949.920848662,0,3827815.1625907086
Peter Stickles,1,8647553.043630954,8647553.043630954,0,1798208.1032806106
Rudy van Gelderen,1,671605299.9615009,671605299.9615009,1,465521320.1174307
Jing Wu,6,3127511114.480752,521251852.41345865,5,895973188.3456211
Jackson Yee,2,1716442473.4049227,858221236.7024614,2,942852397.0372666
Rovaif Babar,1,671605299.9615009,671605299.9615009,0,139656396.0352292
Michael Koltes,1,671605299.9615009,671605299.9615009,0,139656396.0352292
Tom Markovic,1,671605299.9615009,671605299.9615009,0,139656396.0352292
John F. Cruz,2,1716442473.4049227,858221236.7024614,0,282855719.11117995
Yihong Duan,3,1772613129.1793108,590871043.0597702,0,245736358.54283625
Matias Lorieri,1,671605299.9615009,671605299.9615009,0,139656396.0352292
Dmitry Antonov,1,671605299.9615009,671605299.9615009,0,139656396.0352292
Julien Ciamaca,1,4154173.586717675,4154173.586717675,1,2879453.709189952
Victorien Delamare,1,4154173.586717675,4154173.586717675,1,2879453.709189952
Joris Molinas,1,4154173.586717675,4154173.586717675,1,2879453.709189952
Didier Pain,2,5586527.4904547,2793263.74522735,0,920614.1627993624
Philippe Caubère,1,4154173.586717675,4154173.586717675,0,863836.1127569856
Thérèse Liotard,2,4257282.022212724,2128641.011106362,0,701565.3518893078
Benoît Martin,1,4154173.586717675,4154173.586717675,0,863836.1127569856
Paul Crauchet,1,4154173.586717675,4154173.586717675,0,863836.1127569856
Pierre Maguelon,3,19091433.415954668,6363811.138651556,0,2646634.6490233806
Nathalie Roussel,1,4154173.586717675,4154173.586717675,0,863836.1127569856
Pierre Leccia,1,26134843.81862336,26134843.81862336,1,18115293.307253297
Adel Bencherif,2,295055778.3121298,147527889.1560649,2,162075951.94811967
Antoine Basler,1,26134843.81862336,26134843.81862336,1,18115293.307253297
Reda Kateb,2,207604732.32321846,103802366.16160923,1,74125060.78768092
Hichem Yacoubi,3,43510153.62098108,14503384.540327027,2,15414569.490813378
Gilles Cohen,3,56023692.347799346,18674564.115933117,2,19847806.246555615
Tahar Rahim,4,279838761.3140998,69959690.32852495,2,73187255.67197023
Foued Nassah,1,26134843.81862336,26134843.81862336,0,5434587.992175989
Niels Arestrup,6,341400086.34096396,56900014.39016066,0,33216694.644962095
Jean-Philippe Ricci,1,26134843.81862336,26134843.81862336,0,5434587.992175989
Namrata Shirodkar,2,41617614.13171661,20808807.065858305,2,22860811.155075725
Nadira Babbar,2,43857176.50926427,21928588.254632134,2,24091016.52968204
Nitin Ganatra,1,41044337.46511382,41044337.46511382,0,8534930.037568372
Daniel Gillies,2,57567088.79769477,28783544.398847386,0,9486586.676399363
Naveen Andrews,3,505226145.7877498,168408715.2625833,0,70039215.69958934
Sonali Kulkarni,2,84309612.14645249,42154806.07322624,0,13893536.393540226
Michael Vartan,4,519951833.69682175,129987958.42420544,4,209207548.44782382
Cynthia Addai-Robinson,1,99722195.95161356,99722195.95161356,0,20736647.6889322
Lennie James,6,647505421.8496722,107917570.3082787,1,87499123.05177909
Callum Blue,1,99722195.95161356,99722195.95161356,0,20736647.6889322
Beto Benites,1,99722195.95161356,99722195.95161356,0,20736647.6889322
Frankie J. Galasso,1,117125448.98942056,117125448.98942056,0,24355552.42165037
Sam Huntington,4,851698601.4438906,212924650.36097264,0,102806701.43481734
Valerie Mahaffey,2,370014096.24814343,185007048.12407172,0,60975304.96779527
Bronwen Mantel,1,241389352.3599783,241389352.3599783,1,167318349.00551012
Matthew G. Taylor,1,241389352.3599783,241389352.3599783,0,50195504.70165303
Kathleen Mackey,1,241389352.3599783,241389352.3599783,0,50195504.70165303
James Allen,1,801965213.3885224,801965213.3885224,0,166763977.97022274
Tom Arnold,13,1552209880.5273015,119400760.04056166,0,94531635.28400306
Marshall Manesh,3,975634447.7279788,325211482.57599294,1,240447383.7154872
Zack Shada,1,94845079.8153161,94845079.8153161,1,65741599.66396933
Patrick Warburton,10,2466547225.281243,246654722.52812427,2,260238964.99197644
Omid Abtahi,1,94845079.8153161,94845079.8153161,0,19722479.8991908
Kenan Thompson,5,634222041.6194009,126844408.32388017,0,68182400.91988266
Cheryl Hines,6,781166735.141468,130194455.85691135,0,76004013.90080933
Giuseppe Furia,1,7337744.824072539,7337744.824072539,1,5086137.136474212
Omero Antonutti,2,7845004.236924652,3922502.118462326,2,4309309.029669405
Sergi Dagliana,1,7337744.824072539,7337744.824072539,1,5086137.136474212
Enrica Maria Modugno,2,9212848.648822539,4606424.324411269,0,1518202.3108853747
Margarita Lozano,4,33264921.14759071,8316230.286897678,0,4015336.893679751
Massimo Bonetti,2,9212848.648822539,4606424.324411269,0,1518202.3108853747
Claudio Bigagli,2,17777441.417310424,8888720.708655212,0,2929577.3403201974
Dario Cantarelli,1,7337744.824072539,7337744.824072539,0,1525841.1409422634
Sabina Vannucchi,1,7337744.824072539,7337744.824072539,0,1525841.1409422634
Tom McGowan,3,422324103.6629475,140774701.2209825,3,195155174.4909854
Calista Flockhart,2,371288979.48390836,185644489.74195418,0,61185395.326209515
Mathieu Amalric,7,974608850.3197638,139229835.75996625,7,289520304.3205345
Alexis Loret,1,963960.5235828222,963960.5235828222,1,668166.5190925219
Jeremy Kreikenmayer,1,963960.5235828222,963960.5235828222,0,200449.95572775655
Marthe Villalonga,2,2860980.097790435,1430490.0488952175,0,471466.1839601193
Eric Kreikenmayer,2,2673745.48967594,1336872.74483797,0,440611.447759338
Ching Valdes-Aran,1,32595903.90323754,32595903.90323754,0,6778127.6664996045
Matt Lucas,2,33474163.62109105,16737081.810545525,0,5516269.126052643
David Walliams,1,32595903.90323754,32595903.90323754,0,6778127.6664996045
Amrita Acharia,1,32595903.90323754,32595903.90323754,0,6778127.6664996045
Vincent Gauthier,1,185557.3471532847,185557.3471532847,1,128618.55201148229
Dominique Rivière,1,185557.3471532847,185557.3471532847,1,128618.55201148229
Marie Rivière,2,1119224.6006346773,559612.3003173387,2,614796.950018457
Basile Gervaise,1,185557.3471532847,185557.3471532847,0,38585.56560344469
René Hernandez,1,185557.3471532847,185557.3471532847,0,38585.56560344469
Claude Jullien,1,185557.3471532847,185557.3471532847,0,38585.56560344469
Sylvie Richez,1,185557.3471532847,185557.3471532847,0,38585.56560344469
María Luisa García,1,185557.3471532847,185557.3471532847,0,38585.56560344469
Virginie Gervaise,1,185557.3471532847,185557.3471532847,0,38585.56560344469
Amira Chemakhi,1,185557.3471532847,185557.3471532847,0,38585.56560344469
Jean Reno,11,2401455842.97896,218314167.54354182,10,507968214.9745773
Scott Hazell,1,27787086.655014884,27787086.655014884,1,19260540.770898446
Karen Ford,1,27787086.655014884,27787086.655014884,1,19260540.770898446
Ruth Bradley,1,27787086.655014884,27787086.655014884,0,5778162.231269534
Abdul Salis,1,27787086.655014884,27787086.655014884,0,5778162.231269534
Jennifer Decker,1,27787086.655014884,27787086.655014884,0,5778162.231269534
Philip Winchester,1,27787086.655014884,27787086.655014884,0,5778162.231269534
Todd Boyce,2,32878703.72359756,16439351.86179878,0,5418142.191933332
Jack Langedijk,1,7694789.348344948,7694789.348344948,1,5333621.541808
Clarence Gilyard Jr.,1,7694789.348344948,7694789.348344948,0,1600086.4625424
Colin Fox,2,13295287.156067722,6647643.578033861,0,2190954.8776540924
Tony De Santis,1,7694789.348344948,7694789.348344948,0,1600086.4625424
Brad Johnson,2,195237274.35084498,97618637.17542249,0,32173510.321185812
Daniel Pilon,1,7694789.348344948,7694789.348344948,0,1600086.4625424
Chelsea Noble,1,7694789.348344948,7694789.348344948,0,1600086.4625424
Janaya Stephens,1,7694789.348344948,7694789.348344948,0,1600086.4625424
Jesse Spencer,1,76065051.05781522,76065051.05781522,1,52724275.67987291
Pell James,1,76065051.05781522,76065051.05781522,1,52724275.67987291
Will Toale,1,76065051.05781522,76065051.05781522,0,15817282.703961872
Donald Faison,6,225230642.51956013,37538440.41992669,0,21913929.657853063
Marceline Hugot,2,93661508.71491545,46830754.35745773,0,15434652.667410206
Heather Locklear,3,159387673.30317387,53129224.43439129,0,22095823.273220927
Owain Yeoman,3,46440360.01229018,15480120.004096726,3,21460003.07113851
Sean Gunn,1,14487604.52849292,14487604.52849292,0,3012612.669597709
Brent Sexton,1,14487604.52849292,14487604.52849292,0,3012612.669597709
Adria Arjona,2,193984491.28979552,96992245.64489776,0,31967061.891300187
David Dastmalchian,5,1517988577.4410038,303597715.4882008,1,239348595.887275
Kate Jennings Grant,3,292221546.02305377,97407182.00768459,3,135035027.149832
Josh Gad,14,5166201726.485481,369014409.0346772,2,399723817.8383883
Jill Clayburgh,7,807973703.8277079,115424814.8325297,4,168013408.4324256
Gabriel Macht,5,486376031.9232047,97275206.38464095,0,52288131.64823812
Larnell Stovall,1,245217232.19383097,245217232.19383097,1,169971633.11986738
Roy T. Anderson,1,245217232.19383097,245217232.19383097,1,169971633.11986738
Derek Jeter,1,245217232.19383097,245217232.19383097,0,50991489.93596021
Jalil Jay Lynch,1,245217232.19383097,245217232.19383097,0,50991489.93596021
Ken Moreno,2,25204335.857355632,12602167.928677816,2,13844896.550304588
Amerie,1,17589467.18909476,17589467.18909476,1,12192089.589672698
Dwayne Adway,3,116276522.47255743,38758840.82418581,0,16119348.743433658
Hollis Hill,1,17589467.18909476,17589467.18909476,0,3657626.876901809
Michael Milhoan,2,154263769.7201509,77131884.86007544,0,25421410.96662378
Itzik Cohen,1,1663178.9290020708,1663178.9290020708,1,1152827.7854044947
Einat Saruf,1,1663178.9290020708,1663178.9290020708,1,1152827.7854044947
Sharon Elimelech,1,1663178.9290020708,1663178.9290020708,1,1152827.7854044947
Avraham Aviv Alush,2,125723537.57878587,62861768.78939293,0,20718213.503832158
Haim Zanati,1,1663178.9290020708,1663178.9290020708,0,345848.3356213484
Igal Naor,3,612078124.0169275,204026041.33897582,0,84852045.18895075
Herzl Tobey,1,1663178.9290020708,1663178.9290020708,0,345848.3356213484
Orna Banai,1,1663178.9290020708,1663178.9290020708,0,345848.3356213484
Evelin Hagoel,2,3331639.3289412437,1665819.6644706219,0,549026.9862277238
Yafit Asulin,1,1663178.9290020708,1663178.9290020708,0,345848.3356213484
Barry Pepper,13,2428089848.4374704,186776142.18749774,2,200956816.86900315
Levani,1,41736858.50509728,41736858.50509728,0,8678935.739471264
Misha Kuznetsov,2,187380167.62259096,93690083.81129548,0,30878723.220430303
Tony Siragusa,1,41736858.50509728,41736858.50509728,0,8678935.739471264
Orion Lee,1,23381150.015075777,23381150.015075777,1,16206578.211198896
Hyein Park,1,23381150.015075777,23381150.015075777,1,16206578.211198896
Tristan Allerick Chen,1,23381150.015075777,23381150.015075777,0,4861973.463359669
Wai Ching Ho,2,216710366.47706193,108355183.23853096,0,35712100.754020475
Rosalie Chiang,1,23381150.015075777,23381150.015075777,0,4861973.463359669
Mia Tagano,1,23381150.015075777,23381150.015075777,0,4861973.463359669
Lori Tan Chinn,1,23381150.015075777,23381150.015075777,0,4861973.463359669
Maitreyi Ramakrishnan,1,23381150.015075777,23381150.015075777,0,4861973.463359669
Ava Morse,1,23381150.015075777,23381150.015075777,0,4861973.463359669
Mark Hertsgaard,1,692208.5505630791,692208.5505630791,1,479802.4051822846
Maxwell Thurman,1,692208.5505630791,692208.5505630791,1,479802.4051822846
Abraham Alvarez,1,692208.5505630791,692208.5505630791,1,479802.4051822846
Carlos Cantú,1,692208.5505630791,692208.5505630791,0,143940.72155468538
Elizabeth Montgomery,1,692208.5505630791,692208.5505630791,0,143940.72155468538
Diviana Ingravallo,1,692208.5505630791,692208.5505630791,0,143940.72155468538
Alma Martinez,4,35512966.36286898,8878241.590717245,0,4286693.58355487
Michael Parenti,1,692208.5505630791,692208.5505630791,0,143940.72155468538
Guillermo Ford,1,692208.5505630791,692208.5505630791,0,143940.72155468538
Pete Williams,1,692208.5505630791,692208.5505630791,0,143940.72155468538
Carrie Preston,8,958665688.8721651,119833211.10902064,2,125067726.39918342
Bodhi Elfman,1,179182407.2338712,179182407.2338712,1,124199780.38010176
Lindsey Ginter,1,179182407.2338712,179182407.2338712,0,37259934.114030525
